subscription_id,customer_id,plan_id,start_date,end_date,status,mrr,discount_pct,billing_cycle,seats_licensed
12951,12951,4,2023-11-15,,Active,232425.0,8.0,Annual,164
12962,12962,2,2024-09-05,,Active,32434.0,4.0,Annual,64
12990,12990,1,2022-12-21,,Active,819.0,3.0,Monthly,3
13010,13010,3,2023-12-02,,Active,60372.0,20.4250573642082,Annual,84
13113,13113,2,2025-06-09,,Active,1591.0,13.0,Annual,3
13155,13155,1,2023-02-21,,Active,548.0,4.0,Monthly,2
13213,13213,3,2025-05-30,,Active,44187.0,7.0,Annual,48
13215,13215,2,2023-04-18,,Active,6555.0,5.0,Monthly,12
13230,13230,2,2024-10-18,,Active,1810.0,1.0,Monthly,3
13240,13240,2,2025-12-29,,Active,21331.0,10.0,Annual,44
13254,13254,2,2023-11-30,,Active,5741.0,1.0,Annual,10
13267,13267,4,2026-04-23,,Active,220323.0,33.0,Annual,217
13308,13308,1,2023-05-21,,Active,3121.0,2.0,Annual,12
13325,13325,1,2025-12-11,,Active,1102.0,1.0,Annual,4
13412,13412,1,2024-12-05,,Active,559.0,2.0,Monthly,2
13422,13422,4,2024-01-11,,Active,250964.0,9.0,Annual,180
13468,13468,2,2023-01-19,,Active,2412.0,0.0,Monthly,4
13481,13481,2,2024-11-30,,Active,7149.0,4.0,Monthly,13
13513,13513,2,2025-12-26,,Active,4083.0,1.0,Annual,7
13539,13539,4,2025-11-14,,Active,82783.0,14.0,Monthly,59
13552,13552,2,2023-06-03,,Active,5271.0,17.0,Annual,11
13562,13562,1,2025-07-05,,Active,1732.0,9.0,Annual,7
13575,13575,4,2024-07-17,,Active,27310.0,22.97940205479317,Annual,21
13592,13592,4,2025-11-08,,Active,154768.0,21.289993092494896,Annual,127
13618,13618,2,2023-08-04,,Active,1123.0,18.62764638502177,Monthly,2
13637,13637,2,2023-11-23,,Active,6831.0,1.0,Monthly,12
13647,13647,2,2025-06-26,,Active,1572.0,14.0,Monthly,3
13704,13704,1,2024-07-20,,Active,2009.0,17.0,Annual,9
13766,13766,1,2025-04-19,,Active,3061.0,17.0,Annual,14
13806,13806,4,2025-01-11,,Active,57124.0,10.0,Monthly,38
13885,13885,2,2026-01-07,,Active,33274.0,7.0,Annual,68
13892,13892,3,2026-01-12,,Active,134339.0,26.017354045564943,Annual,190
13997,13997,1,2025-05-18,,Active,2818.0,18.0,Monthly,13
14004,14004,2,2025-07-18,,Active,21805.0,8.0,Annual,44
14020,14020,2,2023-11-05,,Active,1511.0,25.27225598072876,Annual,3
14225,14225,1,2025-01-21,,Active,3614.0,2.0,Annual,14
14249,14249,2,2024-12-30,,Active,1162.0,6.0,Monthly,2
14270,14270,4,2024-11-27,,Active,134854.0,6.0,Monthly,90
14271,14271,1,2024-06-24,,Active,2516.0,6.0,Monthly,10
14279,14279,3,2025-08-20,,Active,59719.0,7.0,Monthly,66
14289,14289,4,2022-10-04,,Active,71269.0,10.0,Annual,48
14309,14309,1,2025-06-01,,Active,835.0,1.0,Annual,3
14312,14312,2,2026-05-17,,Active,3167.0,11.0,Annual,6
14362,14362,1,2024-06-13,,Active,1495.0,9.0,Annual,6
14388,14388,1,2024-03-05,,Active,1751.0,8.0,Monthly,7
14393,14393,1,2026-02-22,,Active,468.0,18.0,Annual,2
14532,14532,4,2024-12-24,,Active,80557.0,9.0,Annual,54
14549,14549,3,2025-04-01,,Active,14310.0,3.0,Annual,14
14642,14642,3,2024-06-22,,Active,2213.0,3.0,Annual,2
14674,14674,4,2025-11-13,,Active,199532.0,13.0,Monthly,148
14690,14690,4,2024-04-26,,Active,275218.0,7.0,Annual,194
14706,14706,2,2024-12-06,,Active,15307.0,10.0,Monthly,31
14732,14732,2,2024-07-22,,Active,3217.0,22.0,Monthly,7
14743,14743,2,2025-06-15,,Active,2958.0,1.0,Annual,5
14778,14778,3,2022-12-18,,Active,19883.0,4.0,Annual,20
14803,14803,1,2022-06-28,,Active,3578.0,3.0,Annual,14
14827,14827,2,2025-08-06,,Active,3523.0,1.0,Annual,6
14837,14837,3,2024-10-31,,Active,22166.0,10.0,Monthly,24
14970,14970,2,2024-03-17,,Active,1083.0,15.965132420954896,Monthly,2
14977,14977,1,2026-06-03,,Active,923.0,27.84501805992646,Annual,4
15049,15049,1,2024-02-15,,Active,2516.0,6.0,Monthly,10
15186,15186,2,2025-09-24,,Active,1719.0,6.0,Monthly,3
15189,15189,1,2022-04-09,,Active,2021.0,25.82116046953674,Monthly,9
15193,15193,2,2025-03-02,,Active,23000.0,5.0,Monthly,45
15195,15195,3,2025-12-15,,Active,8564.0,1.0,Annual,8
15207,15207,2,2026-01-06,,Active,6624.0,4.0,Annual,12
15256,15256,1,2023-12-07,,Active,2995.0,15.489958337786195,Annual,13
15315,15315,1,2025-09-28,,Active,1968.0,24.46321143169654,Annual,9
15368,15368,1,2025-08-05,,Active,645.0,32.996720738763685,Monthly,3
15380,15380,3,2025-06-19,,Active,5518.0,16.0,Monthly,6
15389,15389,1,2024-10-19,,Active,1846.0,3.0,Monthly,7
15412,15412,2,2024-05-08,,Active,17265.0,7.0,Monthly,34
15472,15472,2,2022-08-11,,Active,4929.0,6.0,Monthly,9
15508,15508,3,2022-06-19,,Active,37651.0,8.0,Annual,41
15612,15612,1,2024-05-11,,Active,3224.0,19.16688759705788,Monthly,14
15628,15628,3,2024-06-09,,Active,50010.0,12.0,Annual,58
15639,15639,1,2025-07-20,,Active,2521.0,14.0,Monthly,11
15642,15642,2,2023-09-24,,Active,3309.0,7.0,Annual,6
15694,15694,1,2025-04-29,,Active,879.0,21.0,Annual,4
15741,15741,1,2026-03-24,,Active,2372.0,2.0,Monthly,9
15774,15774,3,2025-11-17,,Active,24758.0,16.0,Monthly,29
15791,15791,1,2024-08-22,,Active,819.0,3.0,Monthly,3
15858,15858,1,2026-01-30,,Active,3651.0,1.0,Monthly,14
15909,15909,3,2025-02-01,,Active,79191.0,8.0,Annual,90
15962,15962,1,2026-03-15,,Active,3504.0,5.0,Monthly,14
16009,16009,3,2024-01-16,,Active,38951.0,24.0,Annual,52
16036,16036,3,2024-11-25,,Active,26440.0,4.0,Monthly,27
16048,16048,1,2025-01-08,,Active,2119.0,2.0,Monthly,8
16073,16073,3,2022-07-17,,Active,58235.0,21.148475464668216,Monthly,72
16131,16131,3,2025-03-30,,Active,78371.0,7.0,Monthly,88
16241,16241,1,2025-08-20,,Active,1338.0,3.0,Annual,5
16280,16280,2,2023-03-18,,Active,6627.0,11.0,Monthly,13
16284,16284,3,2025-10-18,,Active,142657.0,8.0,Annual,168
16348,16348,2,2025-07-06,,Active,24985.0,10.0,Monthly,52
16353,16353,1,2023-04-21,,Active,1827.0,4.0,Monthly,7
16381,16381,1,2024-06-13,,Active,1626.0,1.0,Monthly,6
16405,16405,4,2024-05-27,,Active,199835.0,10.0,Annual,143
16487,16487,4,2025-08-14,,Active,159592.0,11.0,Monthly,114
16664,16664,2,2024-10-29,,Active,2009.0,13.125663118764717,Annual,4
16705,16705,1,2023-04-11,,Active,2323.0,4.0,Monthly,9
16712,16712,4,2022-12-11,,Active,186033.0,9.0,Monthly,131
16769,16769,3,2023-03-09,,Active,57793.0,10.0,Monthly,66
16799,16799,1,2024-11-18,,Active,1013.0,9.0,Annual,4
16832,16832,2,2023-03-07,,Active,1755.0,4.0,Annual,3
16883,16883,1,2026-01-24,,Active,2372.0,2.0,Annual,9
16905,16905,1,2026-02-05,,Active,3129.0,13.520847342506247,Annual,14
16933,16933,3,2026-02-20,,Active,161632.0,17.0,Annual,214
16956,16956,2,2026-04-09,,Active,37473.0,8.0,Annual,78
16963,16963,3,2025-10-17,,Active,26974.0,16.694130253612826,Annual,32
16996,16996,3,2025-01-24,,Active,6438.0,2.0,Monthly,6
17010,17010,1,2026-02-01,,Active,2009.0,17.0,Monthly,9
17072,17072,3,2024-11-18,,Active,38010.0,20.0,Monthly,48
17095,17095,4,2022-03-31,,Active,59975.0,15.380146532834516,Monthly,42
17147,17147,2,2025-05-24,,Active,25145.0,6.0,Monthly,50
17352,17352,1,2025-06-08,,Active,2323.0,4.0,Monthly,9
17368,17368,2,2024-03-17,,Active,4124.0,12.0,Monthly,8
17378,17378,4,2025-01-21,,Active,264795.0,23.264296687322297,Annual,201
17430,17430,4,2022-11-13,,Active,270606.0,9.0,Annual,195
17432,17432,3,2025-10-16,,Active,21919.0,11.0,Monthly,24
17555,17555,2,2022-12-26,,Active,17564.0,34.05234814351047,Monthly,48
17565,17565,3,2025-11-21,,Active,49053.0,6.0,Annual,53
17606,17606,2,2025-01-25,,Active,5087.0,3.0,Annual,9
17648,17648,1,2024-01-21,,Active,3121.0,2.0,Annual,12
17710,17710,2,2026-02-14,,Active,7074.0,5.0,Annual,13
17724,17724,2,2023-12-28,,Active,1174.0,5.0,Monthly,2
17745,17745,4,2025-12-31,,Active,227235.0,14.0,Monthly,172
17774,17774,4,2025-10-17,,Active,189790.0,11.0,Monthly,137
17794,17794,2,2024-08-21,,Active,10365.0,3.0,Annual,19
17800,17800,3,2024-02-11,,Active,24447.0,8.0,Monthly,26
17818,17818,2,2024-08-02,,Active,6348.0,8.0,Monthly,12
17819,17819,2,2025-10-22,,Active,2339.0,3.0,Monthly,4
17838,17838,2,2025-04-09,,Active,7751.0,3.0,Monthly,14
17862,17862,2,2025-08-01,,Active,11545.0,6.0,Monthly,22
17920,17920,4,2024-07-16,,Active,95996.0,9.0,Annual,65
17923,17923,1,2026-01-07,,Active,3075.0,19.297263750887204,Monthly,13
17929,17929,4,2025-10-29,,Active,120313.0,4.0,Monthly,78
17960,17960,1,2026-01-08,,Active,3153.0,1.0,Annual,12
17974,17974,1,2023-09-02,,Active,3368.0,2.0,Monthly,13
17993,17993,4,2023-02-10,,Active,69976.0,8.0,Monthly,46
17998,17998,1,2022-07-20,,Active,2843.0,3.0,Annual,11
18009,18009,3,2025-11-10,,Active,62995.0,21.0,Annual,83
18013,18013,1,2024-05-08,,Active,1593.0,3.0,Monthly,6
18050,18050,2,2025-11-18,,Active,1013.0,18.0,Monthly,2
18057,18057,2,2023-09-20,,Active,4592.0,2.0,Monthly,8
18088,18088,2,2023-03-28,,Active,5906.0,7.0,Monthly,11
18104,18104,3,2024-06-29,,Active,21997.0,7.0,Monthly,23
18130,18130,3,2022-06-14,,Active,64675.0,6.0,Monthly,71
18148,18148,3,2025-09-06,,Active,80054.0,15.0,Annual,99
18211,18211,2,2022-06-21,,Active,3671.0,11.0,Annual,7
18219,18219,3,2022-12-29,,Active,23410.0,15.0,Annual,27
18303,18303,3,2024-05-21,,Active,14574.0,13.0,Monthly,16
18307,18307,3,2025-02-14,,Active,53713.0,7.0,Monthly,59
18349,18349,1,2026-02-28,,Active,1024.0,8.0,Annual,4
18516,18516,1,2026-02-16,,Active,1694.0,11.0,Annual,7
18605,18605,3,2025-10-06,,Active,13425.0,9.0,Monthly,14
18606,18606,1,2025-01-19,,Active,1622.0,33.0,Annual,9
18662,18662,1,2024-02-27,,Active,2596.0,3.0,Monthly,10
18682,18682,2,2025-06-21,,Active,21059.0,5.0,Annual,41
18710,18710,2,2023-09-20,,Active,3298.0,18.447149451368418,Annual,7
18720,18720,3,2024-10-07,,Active,11372.0,3.0,Annual,11
18732,18732,1,2024-05-07,,Active,844.0,0.0,Annual,3
18752,18752,4,2025-11-08,,Active,125050.0,8.0,Annual,85
18783,18783,2,2025-12-15,,Active,1091.0,12.448083090029822,Annual,2
18808,18808,1,2023-11-12,,Active,1511.0,8.0,Monthly,6
18811,18811,3,2024-02-12,,Active,2122.0,7.0,Monthly,2
18861,18861,1,2025-11-18,,Active,1280.0,21.333789886473493,Annual,6
18887,18887,4,2025-08-04,,Active,102058.0,11.0,Monthly,71
18901,18901,2,2022-05-15,,Active,14528.0,9.0,Monthly,29
18902,18902,2,2025-01-16,,Active,35717.0,9.0,Monthly,75
18914,18914,1,2024-05-07,,Active,2872.0,2.0,Monthly,11
18943,18943,1,2023-01-20,,Active,2409.0,10.0,Annual,10
18997,18997,2,2025-08-13,,Active,5451.0,6.0,Monthly,10
19002,19002,3,2024-05-26,,Active,61612.0,8.0,Monthly,69
19036,19036,4,2024-05-12,,Active,71415.0,8.0,Monthly,47
19073,19073,3,2026-06-04,,Active,12101.0,5.0,Monthly,12
19079,19079,2,2023-08-18,,Active,22990.0,3.0,Annual,44
19095,19095,2,2023-06-11,,Active,6210.0,10.0,Monthly,12
19107,19107,1,2025-05-17,,Active,3089.0,3.0,Annual,12
19198,19198,2,2023-12-25,,Active,12065.0,13.0,Annual,25
19221,19221,3,2026-03-23,,Active,3207.0,5.0,Monthly,3
19266,19266,2,2026-03-14,,Active,3176.0,24.960118022532363,Monthly,6
19444,19444,2,2026-04-26,,Active,1664.0,9.0,Monthly,3
19456,19456,3,2026-04-08,,Active,66664.0,8.0,Monthly,75
19468,19468,1,2022-10-26,,Active,2707.0,15.0,Monthly,12
19491,19491,1,2025-09-22,,Active,2596.0,3.0,Annual,10
19508,19508,2,2025-12-18,,Active,3983.0,15.0,Annual,8
19560,19560,1,2024-10-21,,Active,3651.0,1.0,Monthly,14
19563,19563,1,2025-01-20,,Active,1808.0,5.0,Annual,7
19676,19676,3,2025-04-16,,Active,24232.0,15.0,Annual,28
19694,19694,1,2026-04-06,,Active,1925.0,11.0,Monthly,8
19729,19729,2,2023-12-07,,Active,9228.0,4.0,Monthly,17
19746,19746,2,2025-12-20,,Active,10770.0,4.0,Annual,20
19769,19769,1,2025-10-12,,Active,3282.0,11.0,Monthly,14
19777,19777,1,2024-05-28,,Active,2420.0,0.0,Monthly,9
19794,19794,2,2025-06-24,,Active,6690.0,14.268638890747802,Monthly,14
19811,19811,2,2025-02-10,,Active,2958.0,1.0,Monthly,5
19926,19926,3,2023-12-24,,Active,5240.0,5.0,Annual,5
19943,19943,3,2025-02-13,,Active,134100.0,14.0,Annual,169
20071,20071,1,2023-11-09,,Active,3153.0,1.0,Monthly,12
20082,20082,3,2025-07-25,,Active,65108.0,9.0,Monthly,74
20131,20131,2,2024-06-22,,Active,1199.0,3.0,Monthly,2
20162,20162,3,2024-01-22,,Active,40616.0,11.0,Monthly,46
20218,20218,1,2026-01-08,,Active,2076.0,4.0,Annual,8
20244,20244,2,2026-03-02,,Active,30407.0,10.0,Monthly,64
20288,20288,3,2026-02-01,,Active,105987.0,9.0,Monthly,124
20296,20296,1,2024-03-17,,Active,3103.0,26.85794869396389,Monthly,14
20335,20335,2,2025-01-24,,Active,3487.0,2.0,Monthly,6
20357,20357,4,2024-08-09,,Active,115141.0,7.0,Annual,77
20391,20391,2,2025-03-13,,Active,14361.0,7.0,Monthly,28
20402,20402,2,2026-02-18,,Active,14528.0,9.0,Annual,29
20457,20457,2,2023-06-04,,Active,2267.0,6.0,Annual,4
20480,20480,2,2024-11-21,,Active,2882.0,19.0,Annual,6
20493,20493,2,2024-07-24,,Active,4592.0,2.0,Monthly,8
20516,20516,2,2022-03-09,,Active,4545.0,3.0,Monthly,8
20574,20574,2,2025-12-27,,Active,1186.0,4.0,Monthly,2
20595,20595,1,2024-06-21,,Active,2141.0,1.0,Monthly,8
20597,20597,1,2025-02-12,,Active,1293.0,7.267937041041698,Annual,5
20677,20677,3,2025-08-22,,Active,46293.0,8.0,Monthly,51
20686,20686,4,2023-02-21,,Active,122704.0,24.0,Annual,102
20711,20711,4,2024-06-30,,Active,182658.0,8.0,Annual,127
20797,20797,1,2025-05-25,,Active,1610.0,2.0,Annual,6
20821,20821,4,2024-12-31,,Active,40857.0,21.071413887201217,Monthly,28
20940,20940,1,2022-09-08,,Active,2141.0,1.0,Monthly,8
20947,20947,1,2025-04-20,,Active,1057.0,5.0,Annual,4
20987,20987,1,2024-08-28,,Active,1808.0,5.0,Monthly,7
20988,20988,2,2026-04-03,,Active,3167.0,11.0,Monthly,6
20992,20992,1,2023-09-14,,Active,974.0,27.526464641975885,Annual,5
21026,21026,1,2023-10-02,,Active,1560.0,5.0,Monthly,6
21126,21126,2,2024-08-11,,Active,4264.0,9.0,Monthly,8
21146,21146,1,2024-11-09,,Active,835.0,1.0,Annual,3
21156,21156,3,2025-08-31,,Active,12965.0,21.17542049026711,Monthly,14
21170,21170,1,2025-03-11,,Active,2081.0,14.0,Annual,9
21189,21189,1,2024-08-26,,Active,930.0,16.788522215058613,Annual,4
21277,21277,2,2025-12-02,,Active,6417.0,7.0,Monthly,12
21287,21287,2,2025-10-28,,Active,2219.0,8.0,Monthly,4
21288,21288,1,2025-06-28,,Active,3467.0,6.0,Monthly,14
21504,21504,2,2023-10-18,,Active,3523.0,1.0,Monthly,6
21512,21512,1,2024-09-20,,Active,473.0,17.0,Annual,2
21526,21526,2,2025-12-31,,Active,7671.0,4.0,Annual,14
21542,21542,1,2024-07-29,,Active,2596.0,3.0,Monthly,10
21561,21561,1,2025-03-08,,Active,2275.0,6.0,Monthly,9
21608,21608,1,2026-06-15,,Active,2834.0,11.0,Monthly,12
21682,21682,3,2024-02-20,,Active,57704.0,15.0,Monthly,70
21751,21751,3,2023-07-31,,Active,15747.0,6.0,Monthly,16
21783,21783,2,2025-05-10,,Active,4498.0,4.0,Monthly,8
21823,21823,1,2025-03-24,,Active,2163.0,0.0,Annual,8
22031,22031,2,2024-12-23,,Active,20408.0,12.0,Annual,43
22041,22041,2,2024-12-04,,Active,1627.0,11.0,Annual,3
22106,22106,2,2025-12-05,,Active,2388.0,1.0,Monthly,4
22110,22110,1,2024-10-11,,Active,1200.0,13.0,Monthly,5
22139,22139,1,2023-09-13,,Active,1560.0,14.018143687069951,Monthly,7
22154,22154,1,2023-06-10,,Active,2435.0,9.0,Monthly,10
22199,22199,1,2026-06-25,,Active,1046.0,6.0,Annual,4
22215,22215,1,2024-10-15,,Active,2119.0,2.0,Monthly,8
22217,22217,2,2024-08-13,,Active,6831.0,1.0,Annual,12
22290,22290,3,2026-01-12,,Active,20181.0,11.0,Monthly,22
22291,22291,2,2025-12-01,,Active,2565.0,14.56739470343136,Annual,5
22293,22293,3,2025-12-30,,Active,60038.0,15.0,Annual,73
22297,22297,3,2025-04-15,,Active,16504.0,7.0,Monthly,17
22340,22340,2,2025-01-10,,Active,7372.0,1.0,Annual,13
22343,22343,3,2025-06-21,,Active,13335.0,3.0,Monthly,13
22350,22350,4,2025-10-29,,Active,33988.0,6.0,Monthly,21
22372,22372,1,2024-01-06,,Active,2228.0,10.095398987304936,Annual,9
22416,22416,2,2024-11-22,,Active,7592.0,5.0,Annual,14
22447,22447,3,2026-05-02,,Active,25658.0,10.0,Monthly,28
22475,22475,2,2022-09-28,,Active,5683.0,2.0,Annual,10
22485,22485,2,2024-07-20,,Active,11423.0,7.0,Monthly,22
22487,22487,2,2024-08-25,,Active,2315.0,4.0,Monthly,4
22492,22492,3,2025-10-19,,Active,65420.0,13.0,Annual,78
22541,22541,1,2025-01-30,,Active,1485.0,20.58283088002325,Annual,7
22573,22573,2,2024-11-09,,Active,6616.0,20.80736346927089,Monthly,14
22593,22593,1,2025-10-19,,Active,1865.0,2.0,Annual,7
22599,22599,1,2026-02-04,,Active,1057.0,5.0,Annual,4
22603,22603,4,2023-11-26,,Active,238408.0,31.113436006857896,Annual,209
22605,22605,1,2025-08-28,,Active,1610.0,2.0,Monthly,6
22662,22662,3,2025-07-10,,Active,7081.0,7.0,Monthly,7
22676,22676,2,2023-07-05,,Active,3655.0,19.032946400261228,Monthly,7
22710,22710,1,2022-11-03,,Active,732.0,8.260593289757889,Annual,3
22756,22756,1,2024-08-05,,Active,692.0,18.0,Monthly,3
22768,22768,2,2025-08-19,,Active,5969.0,6.0,Annual,11
22825,22825,4,2024-09-27,,Active,32501.0,14.0,Annual,22
22836,22836,2,2023-12-05,,Active,4841.0,12.079311667654558,Annual,9
22914,22914,1,2024-12-07,,Active,1560.0,5.0,Annual,6
22915,22915,1,2022-11-13,,Active,1430.0,23.586161113518287,Monthly,6
22949,22949,4,2023-08-03,,Active,90793.0,10.0,Annual,62
22999,22999,3,2023-03-26,,Active,56625.0,5.0,Monthly,61
23108,23108,2,2024-09-07,,Active,1137.0,8.0,Annual,2
23130,23130,3,2025-06-21,,Active,37980.0,5.0,Monthly,40
23169,23169,1,2023-11-30,,Active,2372.0,2.0,Monthly,9
23219,23219,2,2025-08-20,,Active,5045.0,13.0,Annual,10
23338,23338,4,2024-12-14,,Active,230901.0,7.0,Annual,161
23467,23467,3,2024-09-24,,Active,40244.0,6.0,Monthly,43
23469,23469,4,2025-03-10,,Active,221967.0,9.0,Annual,158
23484,23484,2,2025-06-22,,Active,7352.0,8.0,Monthly,14
23490,23490,1,2023-04-30,,Active,2866.0,10.0,Annual,12
23508,23508,3,2023-08-28,,Active,3072.0,9.0,Monthly,3
23512,23512,2,2024-08-21,,Active,6287.0,1.0,Annual,11
23518,23518,4,2025-04-14,,Active,252201.0,16.0,Annual,197
23538,23538,1,2026-02-09,,Active,716.0,8.450001311266767,Annual,3
23713,23713,3,2025-03-23,,Active,31064.0,4.0,Monthly,32
23757,23757,1,2024-11-16,,Active,525.0,8.0,Annual,2
23892,23892,1,2025-08-05,,Active,810.0,4.0,Monthly,3
23924,23924,3,2026-06-17,,Active,62864.0,11.0,Monthly,73
23931,23931,2,2024-04-08,,Active,26037.0,13.95533494903292,Monthly,56
23959,23959,1,2024-01-16,,Active,1789.0,6.0,Annual,7
24011,24011,2,2024-10-10,,Active,2048.0,30.5737900593584,Monthly,5
24061,24061,2,2025-07-22,,Active,1162.0,6.0,Annual,2
24087,24087,3,2025-11-23,,Active,7233.0,5.0,Monthly,7
24117,24117,2,2025-10-28,,Active,5244.0,0.0,Annual,9
24180,24180,1,2026-05-13,,Active,2877.0,22.0,Monthly,14
24199,24199,3,2023-06-05,,Active,17951.0,9.0,Monthly,19
24222,24222,4,2026-05-02,,Active,118283.0,11.0,Annual,83
24244,24244,3,2024-07-31,,Active,15320.0,16.972920447949928,Annual,17
24261,24261,3,2025-06-14,,Active,56211.0,19.91309868735465,Annual,74
24298,24298,3,2025-04-22,,Active,47487.0,9.0,Monthly,53
24468,24468,2,2026-01-29,,Active,20639.0,11.0,Annual,43
24478,24478,3,2026-06-13,,Active,20688.0,16.0,Monthly,24
24484,24484,2,2024-12-04,,Active,1792.0,2.0,Monthly,3
24530,24530,1,2023-01-11,,Active,2902.0,1.0,Annual,11
24563,24563,1,2024-10-01,,Active,1846.0,3.0,Monthly,7
24595,24595,1,2024-09-07,,Active,3614.0,2.0,Monthly,14
24618,24618,4,2026-03-29,,Active,109116.0,27.0,Annual,94
24630,24630,2,2023-08-15,,Active,4639.0,20.0,Annual,10
24703,24703,2,2023-09-27,,Active,2219.0,8.0,Monthly,4
24712,24712,3,2024-09-22,,Active,53107.0,5.0,Monthly,57
24733,24733,2,2024-05-19,,Active,7831.0,2.0,Monthly,14
24772,24772,1,2024-01-19,,Active,1080.0,3.0,Monthly,4
24829,24829,2,2024-10-03,,Active,7671.0,4.0,Monthly,14
24838,24838,1,2024-09-21,,Active,1751.0,8.0,Monthly,7
24845,24845,1,2025-03-05,,Active,1427.0,34.0,Monthly,8
24848,24848,1,2025-04-17,,Active,3138.0,21.91287691089551,Monthly,13
24880,24880,1,2025-12-04,,Active,464.0,18.485225621902813,Monthly,2
24948,24948,1,2024-01-24,,Active,3368.0,2.0,Monthly,13
24957,24957,2,2024-12-28,,Active,29292.0,12.0,Monthly,63
24976,24976,1,2025-10-21,,Active,1283.0,7.0,Annual,5
25035,25035,1,2024-02-26,,Active,2033.0,6.0,Monthly,8
25075,25075,4,2025-06-10,,Active,237761.0,8.0,Monthly,168
25138,25138,2,2025-02-01,,Active,28196.0,14.0,Monthly,62
25145,25145,1,2023-02-16,,Active,2372.0,2.0,Monthly,9
25235,25235,2,2023-05-09,,Active,2928.0,2.0,Annual,5
25247,25247,1,2025-03-02,,Active,1057.0,5.0,Monthly,4
25256,25256,3,2024-03-21,,Active,61877.0,5.0,Monthly,67
25274,25274,4,2025-01-03,,Active,72718.0,29.0,Annual,63
25308,25308,3,2024-10-17,,Active,148928.0,20.03842489849677,Annual,219
25319,25319,1,2023-08-28,,Active,810.0,4.0,Monthly,3
25328,25328,4,2026-05-10,,Active,75903.0,6.0,Annual,49
25330,25330,1,2026-02-28,,Active,1102.0,1.0,Monthly,4
25336,25336,1,2023-04-23,,Active,1269.0,8.0,Monthly,5
25380,25380,2,2025-11-20,,Active,1028.0,14.278482670899551,Monthly,2
25448,25448,2,2026-02-13,,Active,7192.0,10.0,Monthly,14
25560,25560,2,2024-03-22,,Active,4358.0,7.0,Monthly,8
25577,25577,4,2023-08-28,,Active,105225.0,7.0,Annual,70
25586,25586,1,2025-12-21,,Active,1248.0,24.0,Annual,6
25613,25613,3,2025-02-26,,Active,55921.0,9.0,Monthly,63
25666,25666,4,2023-08-12,,Active,70736.0,7.0,Monthly,46
25679,25679,3,2024-03-22,,Active,56500.0,17.545878877932054,Annual,73
25686,25686,1,2025-01-01,,Active,3089.0,3.0,Annual,12
25687,25687,2,2024-07-26,,Active,2719.0,9.0,Annual,5
25694,25694,2,2023-06-01,,Active,18422.0,6.0,Monthly,36
25696,25696,1,2026-03-29,,Active,2106.0,13.0,Monthly,9
25759,25759,1,2025-01-04,,Active,1626.0,1.0,Annual,6
25790,25790,3,2026-03-07,,Active,19469.0,6.0,Monthly,20
25818,25818,3,2025-04-02,,Active,61226.0,6.0,Annual,67
25858,25858,1,2026-01-15,,Active,3265.0,5.0,Annual,13
25909,25909,1,2025-08-15,,Active,1363.0,17.0,Annual,6
25919,25919,2,2023-05-20,,Active,21319.0,6.0,Monthly,42
25920,25920,1,2025-06-18,,Active,3153.0,1.0,Monthly,12
25951,25951,2,2025-08-15,,Active,1755.0,4.0,Monthly,3
25988,25988,1,2023-10-31,,Active,1283.0,7.0,Annual,5
26035,26035,3,2025-11-15,,Active,45137.0,5.0,Annual,48
26042,26042,1,2024-10-25,,Active,3299.0,4.0,Annual,13
26147,26147,3,2025-05-11,,Active,15972.0,10.0,Monthly,17
26243,26243,2,2025-11-04,,Active,3918.0,5.0,Monthly,7
26260,26260,1,2024-12-10,,Active,1511.0,8.0,Annual,6
26277,26277,3,2025-04-15,,Active,54265.0,13.0,Annual,64
26312,26312,2,2025-08-12,,Active,22201.0,12.0,Annual,47
26445,26445,2,2023-12-05,,Active,4388.0,31.267146847265657,Annual,10
26507,26507,1,2024-04-02,,Active,924.0,17.0,Monthly,4
26521,26521,1,2024-10-08,,Active,957.0,14.0,Annual,4
26568,26568,3,2023-10-22,,Active,132582.0,11.0,Annual,161
26592,26592,2,2023-05-11,,Active,2958.0,1.0,Annual,5
26659,26659,2,2025-12-12,,Active,5625.0,3.0,Annual,10
26664,26664,3,2024-11-20,,Active,116902.0,8.0,Annual,136
26685,26685,1,2025-01-09,,Active,810.0,4.0,Monthly,3
26714,26714,2,2025-01-22,,Active,19214.0,20.94309449595073,Monthly,48
26734,26734,2,2025-08-31,,Active,27868.0,15.0,Annual,62
26744,26744,3,2025-05-20,,Active,58108.0,4.0,Monthly,62
26817,26817,2,2023-01-11,,Active,32605.0,28.836031375577583,Monthly,73
26835,26835,4,2025-03-05,,Active,147195.0,23.0,Monthly,122
26865,26865,4,2025-01-02,,Active,83332.0,28.678020756320223,Annual,62
26878,26878,1,2024-10-21,,Active,2103.0,15.330021301819444,Annual,9
26911,26911,1,2024-06-22,,Active,751.0,11.0,Monthly,3
26965,26965,4,2025-05-15,,Active,180646.0,17.0,Annual,140
27087,27087,1,2025-12-31,,Active,2569.0,4.0,Monthly,10
27133,27133,2,2024-02-03,,Active,6792.0,15.0,Monthly,14
27248,27248,3,2025-06-17,,Active,31546.0,19.07205763293155,Monthly,40
27277,27277,1,2025-11-23,,Active,793.0,6.0,Monthly,3
