customer_id,company_name,signup_date,segment,industry,acquisition_channel,city,state
10289,Account-010289,2023-07-01,Mid-Market,Education,Marketplace,Kochi,Kerala
10299,Account-010299,2024-01-07,Enterprise,Logistics,Referral,Kochi,Kerala
10304,Account-010304,2025-10-17,SMB,Education,Partner,Indore,Madhya Pradesh
10316,Account-010316,2024-07-27,Mid-Market,Retail,Marketplace,Indore,Madhya Pradesh
10322,Account-010322,2025-06-29,SMB,Retail,Paid Ads,Coimbatore,Tamil Nadu
10330,Account-010330,2024-10-11,Enterprise,Agritech,Organic Search,Bengaluru,Karnataka
10376,Account-010376,2024-08-01,SMB,Retail,Paid Ads,Shivamogga,Karnataka
10429,Account-010429,2024-06-22,Mid-Market,IT Services,Outbound Sales,Indore,Madhya Pradesh
10432,Account-010432,2025-10-18,SMB,Healthcare,Outbound Sales,Shivamogga,Karnataka
10457,Account-010457,2022-12-12,SMB,Retail,Paid Ads,Kochi,Kerala
10490,Account-010490,2024-01-08,SMB,Healthcare,Referral,Indore,Madhya Pradesh
10516,Account-010516,2025-02-02,SMB,Real Estate,Referral,Mumbai,Maharashtra
10529,Account-010529,2024-11-20,SMB,Logistics,Organic Search,Noida,Uttar Pradesh
10539,Account-010539,2026-02-04,Mid-Market,Education,Outbound Sales,Ahmedabad,Gujarat
10578,Account-010578,2024-10-29,Mid-Market,Hospitality,Outbound Sales,Indore,Madhya Pradesh
10591,Account-010591,2025-06-04,SMB,Retail,Outbound Sales,Chennai,Tamil Nadu
10606,Account-010606,2025-12-26,Mid-Market,Agritech,Marketplace,Kolkata,West Bengal
10704,Account-010704,2025-12-29,SMB,Real Estate,Marketplace,Indore,Madhya Pradesh
10745,Account-010745,2024-11-19,SMB,Hospitality,Organic Search,Hyderabad,Telangana
10771,Account-010771,2024-03-25,Mid-Market,Agritech,Outbound Sales,Kochi,Kerala
10776,Account-010776,2024-08-24,SMB,Financial Services,Referral,Kochi,Kerala
10780,Account-010780,2025-07-09,SMB,Hospitality,Partner,Delhi,Delhi
10808,Account-010808,2025-12-27,SMB,Education,Organic Search,Kochi,Kerala
10855,Account-010855,2026-01-07,SMB,Hospitality,Outbound Sales,Kochi,Kerala
10883,Account-010883,2023-05-24,Enterprise,IT Services,Organic Search,Kochi,Kerala
10941,Account-010941,2024-01-04,Mid-Market,IT Services,Organic Search,Shivamogga,Karnataka
10973,Account-010973,2025-03-04,Mid-Market,IT Services,Paid Ads,Ahmedabad,Gujarat
10974,Account-010974,2024-04-17,Mid-Market,Education,Referral,Kolkata,West Bengal
11021,Account-011021,2025-12-23,SMB,Education,Marketplace,Chennai,Tamil Nadu
11068,Account-011068,2025-05-05,SMB,Hospitality,Outbound Sales,Indore,Madhya Pradesh
11117,Account-011117,2024-09-17,Enterprise,Financial Services,Outbound Sales,Gurugram,Haryana
11188,Account-011188,2025-10-18,Mid-Market,Hospitality,Outbound Sales,Indore,Madhya Pradesh
11225,Account-011225,2025-03-16,SMB,Real Estate,Organic Search,Hyderabad,Telangana
11261,Account-011261,2025-08-13,SMB,Financial Services,Paid Ads,Indore,Madhya Pradesh
11277,Account-011277,2022-09-15,Enterprise,Retail,Paid Ads,Delhi,Delhi
11348,Account-011348,2024-10-13,SMB,IT Services,Partner,Kochi,Kerala
11410,Account-011410,2026-01-19,SMB,IT Services,Organic Search,Mumbai,Maharashtra
11414,Account-011414,2026-03-24,Mid-Market,Retail,Outbound Sales,Kolkata,West Bengal
11425,Account-011425,2024-10-11,Mid-Market,Education,Paid Ads,Kolkata,West Bengal
11457,Account-011457,2024-11-19,SMB,Healthcare,Partner,Coimbatore,Tamil Nadu
11474,Account-011474,2025-08-30,SMB,Agritech,Partner,Kochi,Kerala
11478,Account-011478,2026-03-13,Mid-Market,Logistics,Partner,Noida,Uttar Pradesh
11496,Account-011496,2024-03-27,SMB,Agritech,Marketplace,Kochi,Kerala
11499,Account-011499,2025-12-25,SMB,Financial Services,Outbound Sales,Jaipur,Rajasthan
11527,Account-011527,2022-03-05,SMB,Manufacturing,Organic Search,Chennai,Tamil Nadu
11639,Account-011639,2025-12-09,SMB,Real Estate,Outbound Sales,Gurugram,Haryana
11650,Account-011650,2024-09-05,Mid-Market,IT Services,Referral,Jaipur,Rajasthan
11662,Account-011662,2025-11-21,SMB,IT Services,Outbound Sales,Gurugram,Haryana
11789,Account-011789,2025-08-19,Mid-Market,Agritech,Paid Ads,Coimbatore,Tamil Nadu
11833,Account-011833,2026-01-16,SMB,Education,Referral,Kolkata,West Bengal
11861,Account-011861,2025-02-08,SMB,IT Services,Paid Ads,Noida,Uttar Pradesh
11877,Account-011877,2023-10-21,SMB,IT Services,Outbound Sales,Ahmedabad,Gujarat
11883,Account-011883,2022-12-29,Mid-Market,IT Services,Outbound Sales,Coimbatore,Tamil Nadu
11941,Account-011941,2025-11-01,Mid-Market,IT Services,Marketplace,Delhi,Delhi
12008,Account-012008,2024-10-14,SMB,Agritech,Referral,Bengaluru,Karnataka
12050,Account-012050,2025-03-24,SMB,Manufacturing,Outbound Sales,Bengaluru,Karnataka
12095,Account-012095,2024-05-25,Mid-Market,Healthcare,Organic Search,Shivamogga,Karnataka
12103,Account-012103,2023-08-14,Mid-Market,IT Services,Referral,Jaipur,Rajasthan
12136,Account-012136,2024-10-14,SMB,Retail,Organic Search,Shivamogga,Karnataka
12148,Account-012148,2025-01-25,SMB,Manufacturing,Marketplace,Delhi,Delhi
12176,Account-012176,2024-01-16,Mid-Market,Agritech,Partner,Indore,Madhya Pradesh
12218,Account-012218,2024-05-07,SMB,Hospitality,Referral,Coimbatore,Tamil Nadu
12239,Account-012239,2025-01-06,SMB,Manufacturing,Organic Search,Chennai,Tamil Nadu
12244,Account-012244,2025-10-05,SMB,Logistics,Partner,Gurugram,Haryana
12276,Account-012276,2022-04-09,SMB,Healthcare,Outbound Sales,Hyderabad,Telangana
12321,Account-012321,2024-03-29,Mid-Market,Retail,Referral,Mumbai,Maharashtra
12357,Account-012357,2022-11-24,Mid-Market,Retail,Organic Search,Noida,Uttar Pradesh
12358,Account-012358,2023-09-24,Mid-Market,IT Services,Referral,Mumbai,Maharashtra
12375,Account-012375,2023-12-13,Mid-Market,Logistics,Outbound Sales,Indore,Madhya Pradesh
12392,Account-012392,2025-09-03,SMB,Education,Organic Search,Pune,Maharashtra
12436,Account-012436,2023-03-25,SMB,Healthcare,Partner,Hyderabad,Telangana
12473,Account-012473,2024-10-12,SMB,Financial Services,Outbound Sales,Delhi,Delhi
12586,Account-012586,2025-06-26,SMB,Healthcare,Organic Search,Chennai,Tamil Nadu
12587,Account-012587,2024-07-07,Mid-Market,Retail,Outbound Sales,Ahmedabad,Gujarat
12588,Account-012588,2024-07-20,SMB,Agritech,Paid Ads,Ahmedabad,Gujarat
12590,Account-012590,2023-03-19,Enterprise,Financial Services,Paid Ads,Noida,Uttar Pradesh
12592,Account-012592,2025-10-01,SMB,Real Estate,Referral,Mumbai,Maharashtra
12602,Account-012602,2024-11-23,SMB,Healthcare,Paid Ads,Pune,Maharashtra
12617,Account-012617,2023-02-21,Mid-Market,Financial Services,Organic Search,Chennai,Tamil Nadu
12673,Account-012673,2025-08-22,Mid-Market,Retail,Outbound Sales,Hyderabad,Telangana
12693,Account-012693,2025-08-27,SMB,IT Services,Outbound Sales,Kolkata,West Bengal
12720,Account-012720,2026-05-16,SMB,Retail,Paid Ads,Indore,Madhya Pradesh
12728,Account-012728,2025-04-12,Mid-Market,Logistics,Outbound Sales,Pune,Maharashtra
12734,Account-012734,2025-07-24,Mid-Market,Education,Partner,Ahmedabad,Gujarat
12772,Account-012772,2025-04-30,SMB,Education,Referral,Coimbatore,Tamil Nadu
12819,Account-012819,2025-04-26,SMB,Manufacturing,Organic Search,Kolkata,West Bengal
12832,Account-012832,2022-11-10,SMB,IT Services,Organic Search,Delhi,Delhi
12867,Account-012867,2022-11-01,SMB,Financial Services,Paid Ads,Pune,Maharashtra
12923,Account-012923,2023-04-16,Mid-Market,Education,Organic Search,Kochi,Kerala
12931,Account-012931,2024-03-17,SMB,IT Services,Partner,Bengaluru,Karnataka
12951,Account-012951,2023-11-15,Enterprise,Education,Paid Ads,Kochi,Kerala
12962,Account-012962,2024-09-05,Mid-Market,Manufacturing,Paid Ads,Jaipur,Rajasthan
12990,Account-012990,2022-12-21,SMB,Hospitality,Marketplace,Noida,Uttar Pradesh
13010,Account-013010,2023-12-02,Enterprise,Retail,Referral,Kochi,Kerala
13113,Account-013113,2025-06-09,SMB,Real Estate,Outbound Sales,Indore,Madhya Pradesh
13155,Account-013155,2023-02-21,SMB,IT Services,Referral,Hyderabad,Telangana
13213,Account-013213,2025-05-30,Mid-Market,Financial Services,Marketplace,Delhi,Delhi
13215,Account-013215,2023-04-18,SMB,Retail,Partner,Mumbai,Maharashtra
13230,Account-013230,2024-10-18,SMB,Education,Referral,Mumbai,Maharashtra
13240,Account-013240,2025-12-29,Mid-Market,Logistics,Partner,Kolkata,West Bengal
13254,Account-013254,2023-11-30,SMB,IT Services,Paid Ads,Jaipur,Rajasthan
13267,Account-013267,2026-04-23,Enterprise,IT Services,Marketplace,Kochi,Kerala
13308,Account-013308,2023-05-21,SMB,Logistics,Organic Search,Coimbatore,Tamil Nadu
13325,Account-013325,2025-12-11,SMB,Hospitality,Paid Ads,Shivamogga,Karnataka
13412,Account-013412,2024-12-05,SMB,Manufacturing,Organic Search,Bengaluru,Karnataka
13422,Account-013422,2024-01-11,Enterprise,Retail,Marketplace,Kolkata,West Bengal
13468,Account-013468,2023-01-19,SMB,Agritech,Partner,Gurugram,Haryana
13481,Account-013481,2024-11-30,SMB,Education,Outbound Sales,Noida,Uttar Pradesh
13513,Account-013513,2025-12-26,SMB,Retail,Paid Ads,Shivamogga,Karnataka
13539,Account-013539,2025-11-14,Mid-Market,Hospitality,Organic Search,Delhi,Delhi
13552,Account-013552,2023-06-03,SMB,Manufacturing,Paid Ads,Kolkata,West Bengal
13562,Account-013562,2025-07-05,SMB,Hospitality,Outbound Sales,Coimbatore,Tamil Nadu
13575,Account-013575,2024-07-17,Mid-Market,Manufacturing,Organic Search,Noida,Uttar Pradesh
13592,Account-013592,2025-11-08,Enterprise,Education,Partner,Delhi,Delhi
13618,Account-013618,2023-08-04,SMB,IT Services,Paid Ads,Noida,Uttar Pradesh
13637,Account-013637,2023-11-23,SMB,Retail,Paid Ads,Kochi,Kerala
13647,Account-013647,2025-06-26,SMB,Financial Services,Outbound Sales,Ahmedabad,Gujarat
13704,Account-013704,2024-07-20,SMB,Financial Services,Outbound Sales,Ahmedabad,Gujarat
13766,Account-013766,2025-04-19,SMB,Real Estate,Outbound Sales,Ahmedabad,Gujarat
13806,Account-013806,2025-01-11,Mid-Market,Real Estate,Organic Search,Bengaluru,Karnataka
13885,Account-013885,2026-01-07,Mid-Market,Retail,Marketplace,Jaipur,Rajasthan
13892,Account-013892,2026-01-12,Enterprise,Agritech,Paid Ads,Shivamogga,Karnataka
13997,Account-013997,2025-05-18,SMB,Manufacturing,Marketplace,Noida,Uttar Pradesh
14004,Account-014004,2025-07-18,Mid-Market,Education,Outbound Sales,Pune,Maharashtra
14020,Account-014020,2023-11-05,SMB,Retail,Outbound Sales,Kolkata,West Bengal
14225,Account-014225,2025-01-21,SMB,IT Services,Paid Ads,Noida,Uttar Pradesh
14249,Account-014249,2024-12-30,SMB,Retail,Marketplace,Bengaluru,Karnataka
14270,Account-014270,2024-11-27,Enterprise,Education,Marketplace,Gurugram,Haryana
14271,Account-014271,2024-06-24,SMB,IT Services,Organic Search,Chennai,Tamil Nadu
14279,Account-014279,2025-08-20,Mid-Market,Real Estate,Organic Search,Bengaluru,Karnataka
14289,Account-014289,2022-10-04,Mid-Market,Logistics,Partner,Mumbai,Maharashtra
14309,Account-014309,2025-06-01,SMB,Retail,Paid Ads,Jaipur,Rajasthan
14312,Account-014312,2026-05-17,SMB,IT Services,Referral,Ahmedabad,Gujarat
14362,Account-014362,2024-06-13,SMB,Hospitality,Marketplace,Jaipur,Rajasthan
14388,Account-014388,2024-03-05,SMB,Logistics,Partner,Jaipur,Rajasthan
14393,Account-014393,2026-02-22,SMB,Agritech,Referral,Delhi,Delhi
14532,Account-014532,2024-12-24,Mid-Market,IT Services,Outbound Sales,Gurugram,Haryana
14549,Account-014549,2025-04-01,SMB,Education,Organic Search,Noida,Uttar Pradesh
14642,Account-014642,2024-06-22,SMB,Manufacturing,Paid Ads,Indore,Madhya Pradesh
14674,Account-014674,2025-11-13,Enterprise,Hospitality,Organic Search,Jaipur,Rajasthan
14690,Account-014690,2024-04-26,Enterprise,Agritech,Partner,Mumbai,Maharashtra
14706,Account-014706,2024-12-06,Mid-Market,Retail,Outbound Sales,Kochi,Kerala
14732,Account-014732,2024-07-22,SMB,Real Estate,Outbound Sales,Bengaluru,Karnataka
14743,Account-014743,2025-06-15,SMB,Manufacturing,Referral,Indore,Madhya Pradesh
14778,Account-014778,2022-12-18,Mid-Market,Healthcare,Paid Ads,Hyderabad,Telangana
14803,Account-014803,2022-06-28,SMB,Healthcare,Partner,Jaipur,Rajasthan
14827,Account-014827,2025-08-06,SMB,Retail,Partner,Bengaluru,Karnataka
14837,Account-014837,2024-10-31,Mid-Market,Hospitality,Organic Search,Jaipur,Rajasthan
14970,Account-014970,2024-03-17,SMB,Education,Referral,Mumbai,Maharashtra
14977,Account-014977,2026-06-03,SMB,Agritech,Partner,Indore,Madhya Pradesh
15049,Account-015049,2024-02-15,SMB,Hospitality,Organic Search,Pune,Maharashtra
15186,Account-015186,2025-09-24,SMB,Agritech,Marketplace,Kolkata,West Bengal
15189,Account-015189,2022-04-09,SMB,Financial Services,Outbound Sales,Chennai,Tamil Nadu
15193,Account-015193,2025-03-02,Mid-Market,Real Estate,Paid Ads,Ahmedabad,Gujarat
15195,Account-015195,2025-12-15,SMB,Education,Partner,Indore,Madhya Pradesh
15207,Account-015207,2026-01-06,SMB,Financial Services,Paid Ads,Pune,Maharashtra
15256,Account-015256,2023-12-07,SMB,Real Estate,Organic Search,Gurugram,Haryana
15315,Account-015315,2025-09-28,SMB,Financial Services,Referral,Coimbatore,Tamil Nadu
15368,Account-015368,2025-08-05,SMB,IT Services,Paid Ads,Kochi,Kerala
15380,Account-015380,2025-06-19,SMB,Hospitality,Outbound Sales,Noida,Uttar Pradesh
15389,Account-015389,2024-10-19,SMB,Healthcare,Marketplace,Coimbatore,Tamil Nadu
15412,Account-015412,2024-05-08,Mid-Market,IT Services,Organic Search,Ahmedabad,Gujarat
15472,Account-015472,2022-08-11,SMB,Hospitality,Outbound Sales,Kochi,Kerala
15508,Account-015508,2022-06-19,Mid-Market,IT Services,Partner,Shivamogga,Karnataka
15612,Account-015612,2024-05-11,SMB,Logistics,Paid Ads,Shivamogga,Karnataka
15628,Account-015628,2024-06-09,Mid-Market,Financial Services,Paid Ads,Coimbatore,Tamil Nadu
15639,Account-015639,2025-07-20,SMB,Education,Paid Ads,Noida,Uttar Pradesh
15642,Account-015642,2023-09-24,SMB,Retail,Referral,Delhi,Delhi
15694,Account-015694,2025-04-29,SMB,Retail,Paid Ads,Delhi,Delhi
15741,Account-015741,2026-03-24,SMB,Education,Paid Ads,Shivamogga,Karnataka
15774,Account-015774,2025-11-17,Mid-Market,Healthcare,Paid Ads,Kochi,Kerala
15791,Account-015791,2024-08-22,SMB,Logistics,Organic Search,Delhi,Delhi
15858,Account-015858,2026-01-30,SMB,Education,Referral,Delhi,Delhi
15909,Account-015909,2025-02-01,Enterprise,Education,Paid Ads,Gurugram,Haryana
15962,Account-015962,2026-03-15,SMB,Education,Referral,Pune,Maharashtra
16009,Account-016009,2024-01-16,Mid-Market,IT Services,Organic Search,Mumbai,Maharashtra
16036,Account-016036,2024-11-25,Mid-Market,IT Services,Partner,Ahmedabad,Gujarat
16048,Account-016048,2025-01-08,SMB,Agritech,Organic Search,Kolkata,West Bengal
16073,Account-016073,2022-07-17,Mid-Market,Healthcare,Organic Search,Indore,Madhya Pradesh
16131,Account-016131,2025-03-30,Enterprise,Logistics,Paid Ads,Chennai,Tamil Nadu
16241,Account-016241,2025-08-20,SMB,Real Estate,Referral,Shivamogga,Karnataka
16280,Account-016280,2023-03-18,SMB,Retail,Outbound Sales,Chennai,Tamil Nadu
16284,Account-016284,2025-10-18,Enterprise,Healthcare,Paid Ads,Kochi,Kerala
16348,Account-016348,2025-07-06,Mid-Market,Manufacturing,Outbound Sales,Delhi,Delhi
16353,Account-016353,2023-04-21,SMB,IT Services,Outbound Sales,Bengaluru,Karnataka
16381,Account-016381,2024-06-13,SMB,Retail,Referral,Hyderabad,Telangana
16405,Account-016405,2024-05-27,Enterprise,Logistics,Partner,Pune,Maharashtra
16487,Account-016487,2025-08-14,Enterprise,IT Services,Organic Search,Kochi,Kerala
16664,Account-016664,2024-10-29,SMB,Hospitality,Organic Search,Shivamogga,Karnataka
16705,Account-016705,2023-04-11,SMB,Education,Organic Search,Ahmedabad,Gujarat
16712,Account-016712,2022-12-11,Enterprise,Manufacturing,Organic Search,Mumbai,Maharashtra
16769,Account-016769,2023-03-09,Mid-Market,Agritech,Outbound Sales,Ahmedabad,Gujarat
16799,Account-016799,2024-11-18,SMB,IT Services,Organic Search,Coimbatore,Tamil Nadu
16832,Account-016832,2023-03-07,SMB,Healthcare,Referral,Kochi,Kerala
16883,Account-016883,2026-01-24,SMB,Agritech,Paid Ads,Shivamogga,Karnataka
16905,Account-016905,2026-02-05,SMB,Retail,Marketplace,Noida,Uttar Pradesh
16933,Account-016933,2026-02-20,Enterprise,Education,Outbound Sales,Hyderabad,Telangana
16956,Account-016956,2026-04-09,Mid-Market,Retail,Paid Ads,Pune,Maharashtra
16963,Account-016963,2025-10-17,Mid-Market,Healthcare,Marketplace,Kolkata,West Bengal
16996,Account-016996,2025-01-24,SMB,Healthcare,Organic Search,Noida,Uttar Pradesh
17010,Account-017010,2026-02-01,SMB,Healthcare,Partner,Chennai,Tamil Nadu
17072,Account-017072,2024-11-18,Mid-Market,Financial Services,Outbound Sales,Bengaluru,Karnataka
17095,Account-017095,2022-03-31,Mid-Market,Logistics,Organic Search,Jaipur,Rajasthan
17147,Account-017147,2025-05-24,Mid-Market,IT Services,Referral,Pune,Maharashtra
17352,Account-017352,2025-06-08,SMB,Agritech,Outbound Sales,Pune,Maharashtra
17368,Account-017368,2024-03-17,SMB,Financial Services,Referral,Jaipur,Rajasthan
17378,Account-017378,2025-01-21,Enterprise,Healthcare,Marketplace,Pune,Maharashtra
17430,Account-017430,2022-11-13,Enterprise,Logistics,Organic Search,Kolkata,West Bengal
17432,Account-017432,2025-10-16,Mid-Market,Real Estate,Organic Search,Ahmedabad,Gujarat
17555,Account-017555,2022-12-26,Mid-Market,Agritech,Outbound Sales,Mumbai,Maharashtra
17565,Account-017565,2025-11-21,Mid-Market,Agritech,Paid Ads,Gurugram,Haryana
17606,Account-017606,2025-01-25,SMB,Retail,Partner,Pune,Maharashtra
17648,Account-017648,2024-01-21,SMB,Retail,Organic Search,Delhi,Delhi
17710,Account-017710,2026-02-14,SMB,Agritech,Organic Search,Chennai,Tamil Nadu
17724,Account-017724,2023-12-28,SMB,Education,Marketplace,Noida,Uttar Pradesh
17745,Account-017745,2025-12-31,Enterprise,IT Services,Organic Search,Hyderabad,Telangana
17774,Account-017774,2025-10-17,Enterprise,Logistics,Organic Search,Indore,Madhya Pradesh
17794,Account-017794,2024-08-21,Mid-Market,Education,Organic Search,Hyderabad,Telangana
17800,Account-017800,2024-02-11,Mid-Market,Real Estate,Organic Search,Ahmedabad,Gujarat
17818,Account-017818,2024-08-02,SMB,Hospitality,Paid Ads,Jaipur,Rajasthan
17819,Account-017819,2025-10-22,SMB,Healthcare,Referral,Bengaluru,Karnataka
17838,Account-017838,2025-04-09,SMB,Agritech,Organic Search,Chennai,Tamil Nadu
17862,Account-017862,2025-08-01,Mid-Market,Education,Referral,Gurugram,Haryana
17920,Account-017920,2024-07-16,Mid-Market,Hospitality,Outbound Sales,Coimbatore,Tamil Nadu
17923,Account-017923,2026-01-07,SMB,Education,Outbound Sales,Gurugram,Haryana
17929,Account-017929,2025-10-29,Mid-Market,Agritech,Marketplace,Noida,Uttar Pradesh
17960,Account-017960,2026-01-08,SMB,Retail,Organic Search,Delhi,Delhi
17974,Account-017974,2023-09-02,SMB,Hospitality,Organic Search,Gurugram,Haryana
17993,Account-017993,2023-02-10,Mid-Market,Manufacturing,Marketplace,Bengaluru,Karnataka
17998,Account-017998,2022-07-20,SMB,IT Services,Organic Search,Kochi,Kerala
18009,Account-018009,2025-11-10,Enterprise,Real Estate,Partner,Hyderabad,Telangana
18013,Account-018013,2024-05-08,SMB,Manufacturing,Organic Search,Bengaluru,Karnataka
18050,Account-018050,2025-11-18,SMB,Hospitality,Paid Ads,Kolkata,West Bengal
18057,Account-018057,2023-09-20,SMB,Retail,Referral,Delhi,Delhi
18088,Account-018088,2023-03-28,SMB,Logistics,Outbound Sales,Ahmedabad,Gujarat
18104,Account-018104,2024-06-29,Mid-Market,Education,Referral,Pune,Maharashtra
18130,Account-018130,2022-06-14,Mid-Market,Manufacturing,Paid Ads,Hyderabad,Telangana
18148,Account-018148,2025-09-06,Enterprise,Retail,Referral,Mumbai,Maharashtra
18211,Account-018211,2022-06-21,SMB,Hospitality,Partner,Hyderabad,Telangana
18219,Account-018219,2022-12-29,Mid-Market,Logistics,Partner,Mumbai,Maharashtra
18303,Account-018303,2024-05-21,Mid-Market,Agritech,Outbound Sales,Coimbatore,Tamil Nadu
18307,Account-018307,2025-02-14,Mid-Market,Healthcare,Partner,Indore,Madhya Pradesh
18349,Account-018349,2026-02-28,SMB,Financial Services,Referral,Shivamogga,Karnataka
18516,Account-018516,2026-02-16,SMB,Retail,Paid Ads,Jaipur,Rajasthan
18605,Account-018605,2025-10-06,SMB,Real Estate,Outbound Sales,Gurugram,Haryana
18606,Account-018606,2025-01-19,SMB,Hospitality,Partner,Bengaluru,Karnataka
18662,Account-018662,2024-02-27,SMB,Real Estate,Referral,Pune,Maharashtra
18682,Account-018682,2025-06-21,Mid-Market,Hospitality,Organic Search,Chennai,Tamil Nadu
18710,Account-018710,2023-09-20,SMB,Retail,Outbound Sales,Jaipur,Rajasthan
18720,Account-018720,2024-10-07,SMB,Real Estate,Organic Search,Gurugram,Haryana
18732,Account-018732,2024-05-07,SMB,Agritech,Referral,Delhi,Delhi
18752,Account-018752,2025-11-08,Enterprise,Education,Organic Search,Kolkata,West Bengal
18783,Account-018783,2025-12-15,SMB,Education,Partner,Kolkata,West Bengal
18808,Account-018808,2023-11-12,SMB,Financial Services,Outbound Sales,Hyderabad,Telangana
18811,Account-018811,2024-02-12,SMB,Financial Services,Paid Ads,Noida,Uttar Pradesh
18861,Account-018861,2025-11-18,SMB,Real Estate,Outbound Sales,Kochi,Kerala
18887,Account-018887,2025-08-04,Mid-Market,IT Services,Outbound Sales,Pune,Maharashtra
18901,Account-018901,2022-05-15,Mid-Market,Manufacturing,Outbound Sales,Shivamogga,Karnataka
18902,Account-018902,2025-01-16,Mid-Market,Real Estate,Referral,Kolkata,West Bengal
18914,Account-018914,2024-05-07,SMB,Financial Services,Organic Search,Chennai,Tamil Nadu
18943,Account-018943,2023-01-20,SMB,IT Services,Outbound Sales,Ahmedabad,Gujarat
18997,Account-018997,2025-08-13,SMB,Manufacturing,Outbound Sales,Pune,Maharashtra
19002,Account-019002,2024-05-26,Mid-Market,Hospitality,Partner,Shivamogga,Karnataka
19036,Account-019036,2024-05-12,Mid-Market,Real Estate,Referral,Noida,Uttar Pradesh
19073,Account-019073,2026-06-04,SMB,Hospitality,Paid Ads,Kochi,Kerala
19079,Account-019079,2023-08-18,Mid-Market,Logistics,Referral,Pune,Maharashtra
19095,Account-019095,2023-06-11,SMB,IT Services,Organic Search,Mumbai,Maharashtra
19107,Account-019107,2025-05-17,SMB,Education,Paid Ads,Noida,Uttar Pradesh
19198,Account-019198,2023-12-25,Mid-Market,IT Services,Organic Search,Jaipur,Rajasthan
19221,Account-019221,2026-03-23,SMB,Logistics,Outbound Sales,Hyderabad,Telangana
19266,Account-019266,2026-03-14,SMB,Education,Referral,Bengaluru,Karnataka
19444,Account-019444,2026-04-26,SMB,Real Estate,Organic Search,Kochi,Kerala
19456,Account-019456,2026-04-08,Mid-Market,Healthcare,Outbound Sales,Kolkata,West Bengal
19468,Account-019468,2022-10-26,SMB,Real Estate,Outbound Sales,Hyderabad,Telangana
19491,Account-019491,2025-09-22,SMB,Financial Services,Paid Ads,Mumbai,Maharashtra
19508,Account-019508,2025-12-18,SMB,Education,Referral,Shivamogga,Karnataka
19560,Account-019560,2024-10-21,SMB,Retail,Referral,Chennai,Tamil Nadu
19563,Account-019563,2025-01-20,SMB,Real Estate,Organic Search,Delhi,Delhi
19676,Account-019676,2025-04-16,Mid-Market,Logistics,Paid Ads,Ahmedabad,Gujarat
19694,Account-019694,2026-04-06,SMB,Healthcare,Organic Search,Shivamogga,Karnataka
19729,Account-019729,2023-12-07,Mid-Market,Hospitality,Paid Ads,Mumbai,Maharashtra
19746,Account-019746,2025-12-20,Mid-Market,Agritech,Organic Search,Chennai,Tamil Nadu
19769,Account-019769,2025-10-12,SMB,Education,Organic Search,Coimbatore,Tamil Nadu
19777,Account-019777,2024-05-28,SMB,Financial Services,Referral,Kochi,Kerala
19794,Account-019794,2025-06-24,SMB,Logistics,Organic Search,Mumbai,Maharashtra
19811,Account-019811,2025-02-10,SMB,Real Estate,Marketplace,Jaipur,Rajasthan
19926,Account-019926,2023-12-24,SMB,Real Estate,Referral,Hyderabad,Telangana
19943,Account-019943,2025-02-13,Enterprise,IT Services,Partner,Gurugram,Haryana
20071,Account-020071,2023-11-09,SMB,Hospitality,Referral,Ahmedabad,Gujarat
20082,Account-020082,2025-07-25,Mid-Market,IT Services,Outbound Sales,Ahmedabad,Gujarat
20131,Account-020131,2024-06-22,SMB,Healthcare,Organic Search,Bengaluru,Karnataka
20162,Account-020162,2024-01-22,Mid-Market,Financial Services,Organic Search,Bengaluru,Karnataka
20218,Account-020218,2026-01-08,SMB,IT Services,Referral,Noida,Uttar Pradesh
20244,Account-020244,2026-03-02,Mid-Market,Logistics,Paid Ads,Indore,Madhya Pradesh
20288,Account-020288,2026-02-01,Enterprise,Healthcare,Marketplace,Bengaluru,Karnataka
20296,Account-020296,2024-03-17,SMB,IT Services,Organic Search,Bengaluru,Karnataka
20335,Account-020335,2025-01-24,SMB,Healthcare,Referral,Coimbatore,Tamil Nadu
20357,Account-020357,2024-08-09,Enterprise,Real Estate,Paid Ads,Coimbatore,Tamil Nadu
20391,Account-020391,2025-03-13,Mid-Market,Financial Services,Paid Ads,Bengaluru,Karnataka
20402,Account-020402,2026-02-18,Mid-Market,Education,Organic Search,Hyderabad,Telangana
20457,Account-020457,2023-06-04,SMB,Healthcare,Outbound Sales,Bengaluru,Karnataka
20480,Account-020480,2024-11-21,SMB,Logistics,Organic Search,Chennai,Tamil Nadu
20493,Account-020493,2024-07-24,SMB,Manufacturing,Marketplace,Ahmedabad,Gujarat
20516,Account-020516,2022-03-09,SMB,Real Estate,Paid Ads,Coimbatore,Tamil Nadu
20574,Account-020574,2025-12-27,SMB,Logistics,Paid Ads,Kolkata,West Bengal
20595,Account-020595,2024-06-21,SMB,Retail,Organic Search,Indore,Madhya Pradesh
20597,Account-020597,2025-02-12,SMB,Logistics,Organic Search,Kolkata,West Bengal
20677,Account-020677,2025-08-22,Mid-Market,Agritech,Organic Search,Hyderabad,Telangana
20686,Account-020686,2023-02-21,Enterprise,Real Estate,Paid Ads,Jaipur,Rajasthan
20711,Account-020711,2024-06-30,Enterprise,Financial Services,Referral,Kolkata,West Bengal
20797,Account-020797,2025-05-25,SMB,Agritech,Paid Ads,Shivamogga,Karnataka
