customer_id,segment,industry,state,tier,billing_cycle,mrr,arr,discount_pct,tenure_months,seats_licensed,seat_utilisation,feature_adoption,login_trend_pct,t90_tickets,t90_avg_csat,late_payment_rate_180d,months_since_activity,churn_probability_90d,churn_probability_12m,gross_margin_arr,revenue_at_risk,price_sensitivity,reasons,primary_reason,scored_at
48925,Mid-Market,Real Estate,Uttar Pradesh,Growth,Annual,15497.0,185964.0,6.0,21.2,30,0.2555555555555556,0.0952380952380952,0.0,10.0,3.5,0.0,1.0,0.2142,0.6186,145052.0,115037.0,0.0,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 6.7}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 2.8}, {""feature"": ""t90_avg_resolution_h"", ""label"": ""Slow ticket resolution"", ""impact_pp"": 1.8}]",Heavy support load,2026-06-30
10855,SMB,Hospitality,Kerala,Growth,Monthly,5087.0,61044.0,3.0,5.7,9,0.1851851851851852,0.6071428571428571,0.75,3.0,3.333333333333333,1.0,1.0,0.2729,0.7205,47614.0,43982.0,0.206,"[{""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 6.4}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 4.8}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 4.5}]",Shallow product adoption,2026-06-30
37982,Mid-Market,Retail,Tamil Nadu,Enterprise,Monthly,27170.0,326040.0,13.0,25.0,18,0.2407407407407407,0.2611111111111111,-0.1538461538461538,5.0,3.6,0.4,1.0,0.2029,0.5963,254311.0,194418.0,0.466,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 9.2}, {""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 3.6}, {""feature"": ""t90_high_sev"", ""label"": ""Serious unresolved issues"", ""impact_pp"": 2.1}]",Price sensitive (deep discount),2026-06-30
42342,SMB,Agritech,Rajasthan,Growth,Monthly,3918.0,47016.0,5.0,1.8,7,0.6428571428571429,0.8392857142857143,0.0,3.0,3.6666666666666665,0.5,1.0,0.1696,0.5245,36672.0,24660.0,0.0,"[{""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 1.3}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 0.5}, {""feature"": ""t90_avg_resolution_h"", ""label"": ""Slow ticket resolution"", ""impact_pp"": 0.5}]",Still early in lifecycle,2026-06-30
5199,SMB,IT Services,West Bengal,Growth,Monthly,5451.0,65412.0,6.0,20.9,10,0.2,0.2976190476190476,-0.3809523809523809,5.0,3.6,0.2,1.0,0.287,0.7415,51021.0,48503.0,0.114,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 2.6}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 2.3}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 1.8}]",Heavy support load,2026-06-30
12392,SMB,Education,Maharashtra,Starter,Monthly,3057.0,36684.0,4.0,9.9,12,0.1666666666666666,0.1666666666666666,-0.1111111111111111,4.0,4.0,0.4,1.0,0.2326,0.6532,28614.0,23962.0,0.0,"[{""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 1.7}, {""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 1.7}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 1.5}]",Shallow product adoption,2026-06-30
32920,SMB,Financial Services,Karnataka,Starter,Monthly,1324.0,15888.0,4.0,27.9,5,0.4,0.4444444444444444,-0.3783783783783784,8.0,3.625,0.4,1.0,0.1796,0.5471,12393.0,8692.0,0.055,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 9.3}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 1.8}, {""feature"": ""t90_avg_resolution_h"", ""label"": ""Slow ticket resolution"", ""impact_pp"": 1.2}]",Heavy support load,2026-06-30
30716,SMB,Manufacturing,Telangana,Growth,Monthly,2659.0,31908.0,11.0,16.4,5,0.4,0.4285714285714285,-0.3048780487804878,7.0,4.0,0.8,1.0,0.2126,0.6156,24888.0,19643.0,0.524,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 8.9}, {""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 4.2}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 4.0}]",Price sensitive (deep discount),2026-06-30
31563,SMB,Healthcare,Maharashtra,Growth,Monthly,1609.0,19308.0,12.0,24.0,3,0.6666666666666666,0.25,-0.4150943396226415,5.0,2.8,0.8,1.0,0.233,0.6539,15060.0,12626.0,0.544,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 8.9}, {""feature"": ""late_payment_rate_180d"", ""label"": ""Paying late"", ""impact_pp"": 6.9}, {""feature"": ""t90_avg_resolution_h"", ""label"": ""Slow ticket resolution"", ""impact_pp"": 4.4}]",Price sensitive (deep discount),2026-06-30
41296,SMB,Healthcare,Tamil Nadu,Starter,Annual,451.0,5412.0,21.0,9.8,2,0.5,0.25,0.0625,16.0,3.4375,0.0,1.0,0.3048,0.7665,4221.0,4148.0,0.272,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 13.3}, {""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 11.8}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 6.4}]",Heavy support load,2026-06-30
308,SMB,Real Estate,Karnataka,Growth,Monthly,4562.0,54744.0,13.0,7.0,9,0.4814814814814814,0.25,-0.3461538461538461,6.0,4.0,0.4,1.0,0.2947,0.7526,42700.0,41200.0,0.481,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 9.9}, {""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 5.2}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 2.3}]",Price sensitive (deep discount),2026-06-30
18943,SMB,IT Services,Gujarat,Starter,Annual,2409.0,28908.0,10.0,41.3,10,0.1333333333333333,0.1111111111111111,0.0,14.0,3.4285714285714284,0.0,1.0,0.2763,0.7258,22548.0,20981.0,0.0,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 14.0}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 2.9}]",Heavy support load,2026-06-30
45608,SMB,Education,Haryana,Starter,Monthly,542.0,6504.0,5.0,51.1,2,0.5,0.2222222222222222,-0.0625,7.0,2.857142857142857,0.8,1.0,0.302,0.7626,5073.0,4960.0,0.166,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 8.2}, {""feature"": ""late_payment_rate_180d"", ""label"": ""Paying late"", ""impact_pp"": 2.9}, {""feature"": ""t90_high_sev"", ""label"": ""Serious unresolved issues"", ""impact_pp"": 2.7}]",Heavy support load,2026-06-30
46734,Mid-Market,Manufacturing,Maharashtra,Business,Monthly,41336.0,496032.0,13.0,9.6,48,0.2291666666666666,0.4518518518518518,-0.34375,3.0,2.6666666666666665,0.4,1.0,0.2588,0.6982,386905.0,346330.0,0.31,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 10.6}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 7.8}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 6.2}]",Price sensitive (deep discount),2026-06-30
24880,SMB,Hospitality,Karnataka,Starter,Monthly,464.0,5568.0,18.485225621902813,6.8,2,0.8333333333333334,0.8611111111111112,0.0219780219780219,3.0,3.6666666666666665,0.0,1.0,0.0027,0.0107,4343.0,60.0,1.0,[],No clear signal,2026-06-30
9947,SMB,Manufacturing,Telangana,Growth,Monthly,6831.0,81972.0,1.0,12.2,12,0.8055555555555555,0.4880952380952381,0.1979166666666666,4.0,4.0,0.0,1.0,0.01,0.0393,63938.0,3221.0,0.0,[],No clear signal,2026-06-30
23518,Enterprise,Logistics,Tamil Nadu,Enterprise,Annual,252201.0,3026412.0,16.0,14.5,197,0.9407783417935702,0.6777777777777777,-0.1216216216216216,2.0,5.0,0.0,1.0,0.0008,0.003,2360601.0,9079.0,0.5,[],No clear signal,2026-06-30
17430,Enterprise,Logistics,West Bengal,Enterprise,Annual,270606.0,3247272.0,9.0,43.5,195,0.9025641025641026,0.9055555555555556,-0.1658536585365853,1.0,5.0,0.0,1.0,0.0,0.0,2532872.0,0.0,0.2,[],No clear signal,2026-06-30
9434,SMB,Retail,Maharashtra,Growth,Annual,2412.0,28944.0,0.0,5.2,4,0.8333333333333334,0.8333333333333333,0.4731182795698925,2.0,3.0,0.0,1.0,0.0006,0.0022,22576.0,64.0,0.2,[],No clear signal,2026-06-30
32775,SMB,IT Services,West Bengal,Business,Monthly,8478.0,101736.0,2.0,7.1,8,0.7916666666666666,0.6,0.0955882352941176,0.0,4.0,0.4,1.0,0.0139,0.0546,79354.0,5555.0,0.0,[],No clear signal,2026-06-30
29955,SMB,Healthcare,Tamil Nadu,Starter,Annual,570.0,6840.0,0.0,3.5,2,0.3333333333333333,0.1944444444444444,0.0,24.0,2.958333333333333,1.0,1.0,0.0088,0.0347,5335.0,237.0,0.283,[],No clear signal,2026-06-30
8712,SMB,Retail,Gujarat,Growth,Monthly,2689.0,32268.0,10.0,32.9,5,0.8,0.6071428571428571,-0.0095238095238095,1.0,3.0,0.0,1.0,0.0088,0.0347,25169.0,1120.0,0.314,"[{""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 0.4}, {""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 0.4}]",Shallow product adoption,2026-06-30
24618,Enterprise,IT Services,Tamil Nadu,Enterprise,Annual,109116.0,1309392.0,27.0,3.1,94,0.7907801418439716,0.8444444444444444,1.2972972972972974,5.0,4.6,0.0,1.0,0.0005,0.0022,1021326.0,2881.0,0.735,[],No clear signal,2026-06-30
4281,SMB,Agritech,Haryana,Growth,Annual,7831.0,93972.0,2.0,36.7,14,0.6904761904761905,0.119047619047619,-0.40625,5.0,3.2,1.0,1.0,0.0076,0.0301,73298.0,2829.0,0.0,[],No clear signal,2026-06-30
41961,SMB,Hospitality,Tamil Nadu,Growth,Monthly,4639.0,55668.0,20.0,14.5,10,0.8666666666666666,0.9166666666666669,-0.0486486486486486,0.0,4.0,0.0,1.0,0.0002,0.0008,43421.0,45.0,1.0,[],No clear signal,2026-06-30
45507,SMB,Manufacturing,Uttar Pradesh,Growth,Monthly,2195.0,26340.0,9.0,25.6,4,0.8333333333333334,0.7976190476190476,-0.0280898876404494,2.0,5.0,0.0,1.0,0.0042,0.0165,20545.0,435.0,0.2,[],No clear signal,2026-06-30
40017,Mid-Market,Real Estate,Karnataka,Business,Annual,68971.0,827652.0,6.0,29.6,76,0.3947368421052631,0.4222222222222222,0.081081081081081,2.0,4.5,0.0,1.0,0.002,0.0079,645569.0,6538.0,0.2,[],No clear signal,2026-06-30
10606,Mid-Market,Agritech,West Bengal,Business,Annual,63180.0,758160.0,3.0,6.1,67,0.0796019900497512,0.1629629629629629,0.75,24.0,2.9166666666666665,0.0,1.0,0.0119,0.0469,591365.0,35558.0,0.0,[],No clear signal,2026-06-30
8424,SMB,Healthcare,Maharashtra,Starter,Monthly,542.0,6504.0,5.0,10.2,2,1.0,0.9166666666666666,0.3739837398373983,6.0,4.333333333333333,0.0,1.0,0.0029,0.0116,5073.0,75.0,0.0,[],No clear signal,2026-06-30
29897,SMB,Agritech,Delhi,Growth,Annual,1223.0,14676.0,1.0,34.3,2,0.5,0.2738095238095238,-0.2916666666666667,7.0,3.4285714285714284,0.0,1.0,0.0371,0.1404,11447.0,2061.0,0.0,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 2.5}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 1.0}]",Heavy support load,2026-06-30
49353,Mid-Market,Manufacturing,Telangana,Growth,Monthly,22248.0,266976.0,10.0,5.9,46,0.920289855072464,0.9642857142857144,-0.06,1.0,5.0,0.0,1.0,0.0002,0.0008,208241.0,214.0,0.2,[],No clear signal,2026-06-30
7225,Mid-Market,Manufacturing,Tamil Nadu,Business,Annual,30295.0,363540.0,14.0,25.9,35,0.8952380952380952,0.8962962962962964,0.1343283582089552,0.0,4.0,0.0,1.0,0.0002,0.0008,283561.0,291.0,0.2,[],No clear signal,2026-06-30
8340,SMB,Retail,Karnataka,Starter,Monthly,3299.0,39588.0,4.0,16.9,13,0.7948717948717949,0.6666666666666666,0.015267175572519,0.0,4.0,0.0,1.0,0.0011,0.0044,30879.0,174.0,0.0,[],No clear signal,2026-06-30
24772,SMB,Agritech,Delhi,Starter,Monthly,1080.0,12960.0,3.0,29.3,4,0.75,0.8333333333333334,-0.2345679012345679,5.0,3.6,0.2,1.0,0.0318,0.1213,10109.0,1572.0,0.0,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 1.0}, {""feature"": ""t90_avg_csat"", ""label"": ""Unhappy with support"", ""impact_pp"": 0.7}, {""feature"": ""login_trend_pct"", ""label"": ""Usage trending down"", ""impact_pp"": 0.5}]",Heavy support load,2026-06-30
334,Mid-Market,Manufacturing,Uttar Pradesh,Growth,Annual,29017.0,348204.0,30.47525372632055,32.4,70,0.9428571428571428,0.9642857142857144,-0.138755980861244,4.0,4.0,0.0,1.0,0.0002,0.0008,271599.0,279.0,1.0,[],No clear signal,2026-06-30
49104,SMB,IT Services,Gujarat,Starter,Monthly,2044.0,24528.0,12.730788404017895,5.5,9,0.8518518518518519,0.9166666666666666,0.1842105263157894,0.0,4.0,0.0,1.0,0.0002,0.0008,19132.0,20.0,0.2,[],No clear signal,2026-06-30
40757,SMB,Logistics,Maharashtra,Business,Monthly,9177.0,110124.0,27.23469462958701,30.4,10,0.9333333333333332,0.9555555555555556,0.4876033057851239,2.0,4.0,0.0,1.0,0.002,0.0079,85897.0,870.0,1.0,[],No clear signal,2026-06-30
10808,SMB,Education,Kerala,Starter,Monthly,1511.0,18132.0,8.0,6.1,6,0.6666666666666666,0.5277777777777778,0.2142857142857142,0.0,4.0,0.0,1.0,0.0083,0.0329,14143.0,597.0,0.333,[],No clear signal,2026-06-30
18349,SMB,Financial Services,Karnataka,Starter,Annual,1024.0,12288.0,8.0,4.0,4,0.9166666666666666,0.611111111111111,-0.0625,5.0,4.0,0.0,1.0,0.002,0.0079,9585.0,97.0,0.0,[],No clear signal,2026-06-30
19002,Mid-Market,Hospitality,Karnataka,Business,Monthly,61612.0,739344.0,8.0,25.1,69,0.927536231884058,0.8888888888888888,0.0448717948717948,10.0,4.1,0.0,1.0,0.0042,0.0166,576688.0,12273.0,0.0,[],No clear signal,2026-06-30
41970,Mid-Market,IT Services,Karnataka,Business,Monthly,15914.0,190968.0,5.0,34.7,16,0.5833333333333334,0.474074074074074,-0.3773584905660377,3.0,3.6666666666666665,0.2,1.0,0.0213,0.0825,148955.0,15755.0,0.0,"[{""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 0.5}]",Shallow product adoption,2026-06-30
6392,Enterprise,Retail,Haryana,Enterprise,Annual,288860.0,3466320.0,11.0,17.6,214,0.0420560747663551,0.2777777777777778,-0.1538461538461538,9.0,3.2222222222222223,0.0,1.0,0.0134,0.0527,2703730.0,182675.0,0.0,[],No clear signal,2026-06-30
13592,Enterprise,Education,Delhi,Enterprise,Annual,154768.0,1857216.0,21.289993092494896,7.7,127,0.7034120734908136,0.9,0.0,4.0,4.5,0.0,1.0,0.0009,0.0036,1448628.0,6686.0,0.2,[],No clear signal,2026-06-30
9855,Mid-Market,Agritech,Delhi,Business,Annual,23961.0,287532.0,13.0,12.7,27,0.9012345679012346,0.8074074074074075,0.1104651162790697,10.0,4.6,0.0,1.0,0.0002,0.0008,224275.0,230.0,0.0,[],No clear signal,2026-06-30
31392,SMB,Healthcare,West Bengal,Starter,Monthly,2275.0,27300.0,6.0,28.7,9,0.7777777777777778,0.2777777777777778,0.0666666666666666,0.0,4.0,0.2,1.0,0.016,0.0626,21294.0,1709.0,0.0,"[{""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 0.4}]",Shallow product adoption,2026-06-30
2082,Mid-Market,IT Services,Telangana,Business,Monthly,42635.0,511620.0,12.0,24.8,49,0.5782312925170068,0.7851851851851852,-0.119047619047619,2.0,2.5,0.0,1.0,0.0216,0.0836,399064.0,42771.0,0.663,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 0.8}]",Price sensitive (deep discount),2026-06-30
7429,Enterprise,Financial Services,Tamil Nadu,Enterprise,Annual,274498.0,3293976.0,19.430739573606,36.7,210,0.8936507936507936,0.3888888888888889,0.4918032786885246,5.0,4.4,0.0,1.0,0.0011,0.0044,2569301.0,14493.0,0.2,[],No clear signal,2026-06-30
14004,Mid-Market,Education,Maharashtra,Growth,Annual,21805.0,261660.0,8.0,11.4,44,0.9166666666666669,0.9523809523809524,0.2101910828025477,8.0,4.0,0.0,1.0,0.0002,0.0008,204095.0,209.0,0.0,[],No clear signal,2026-06-30
25790,Mid-Market,Agritech,Karnataka,Business,Monthly,19469.0,233628.0,6.0,3.8,20,0.5666666666666667,0.8444444444444444,3.0,8.0,4.0,0.0,1.0,0.002,0.0079,182230.0,1846.0,0.0,[],No clear signal,2026-06-30
4049,SMB,Manufacturing,Maharashtra,Business,Annual,4230.0,50760.0,5.0,16.6,4,0.75,0.6,-0.1263157894736842,1.0,4.0,0.0,1.0,0.0011,0.0044,39593.0,223.0,0.2,[],No clear signal,2026-06-30
32601,SMB,Real Estate,Maharashtra,Growth,Annual,5969.0,71628.0,6.0,27.4,11,0.696969696969697,0.619047619047619,-0.1234567901234567,2.0,3.5,0.0,1.0,0.0011,0.0044,55870.0,315.0,0.2,[],No clear signal,2026-06-30
7039,SMB,Financial Services,Rajasthan,Growth,Monthly,6624.0,79488.0,4.0,10.7,12,0.9166666666666666,0.9047619047619048,-0.0615384615384615,1.0,5.0,0.0,1.0,0.0004,0.0014,62001.0,111.0,0.2,[],No clear signal,2026-06-30
41876,Enterprise,Agritech,Kerala,Enterprise,Annual,130550.0,1566600.0,9.0,18.2,90,0.9111111111111112,0.9,0.0177514792899408,0.0,4.0,0.0,1.0,0.0,0.0,1221948.0,0.0,0.2,[],No clear signal,2026-06-30
32005,SMB,Healthcare,Karnataka,Business,Monthly,9197.0,110364.0,5.0,13.8,9,0.6666666666666666,0.8296296296296297,0.1521739130434782,1.0,5.0,0.2,1.0,0.0119,0.0469,86084.0,5176.0,0.2,[],No clear signal,2026-06-30
33138,SMB,Real Estate,Kerala,Starter,Monthly,1511.0,18132.0,8.0,8.2,6,1.0,0.9166666666666666,-0.0207253886010362,1.0,3.0,0.0,1.0,0.0,0.0,14143.0,0.0,0.2,[],No clear signal,2026-06-30
11833,SMB,Education,West Bengal,Starter,Monthly,1365.0,16380.0,1.0,5.4,5,0.8,0.9166666666666666,-0.032258064516129,1.0,4.0,0.0,1.0,0.0042,0.0166,12776.0,272.0,0.0,[],No clear signal,2026-06-30
2620,Mid-Market,Agritech,Karnataka,Enterprise,Monthly,25733.0,308796.0,13.0,27.6,17,0.6666666666666667,0.788888888888889,0.2133333333333333,2.0,5.0,0.0,1.0,0.0004,0.0014,240861.0,432.0,0.2,[],No clear signal,2026-06-30
13885,Mid-Market,Retail,Rajasthan,Growth,Annual,33274.0,399288.0,7.0,5.7,68,0.9411764705882352,0.9047619047619048,-0.0216216216216216,1.0,4.0,0.0,1.0,0.0,0.0,311445.0,0.0,0.2,[],No clear signal,2026-06-30
18811,SMB,Financial Services,Uttar Pradesh,Business,Monthly,2122.0,25464.0,7.0,28.5,2,1.0,0.7629629629629631,-0.2637362637362637,5.0,3.8,0.0,1.0,0.0053,0.0209,19862.0,532.0,0.333,[],No clear signal,2026-06-30
10330,Enterprise,Agritech,Karnataka,Business,Monthly,143673.0,1724076.0,21.0,20.6,199,0.9313232830820772,0.9555555555555556,0.0273224043715847,0.0,4.0,0.0,1.0,0.0002,0.0008,1344779.0,1379.0,0.2,[],No clear signal,2026-06-30
33586,Enterprise,Retail,Karnataka,Enterprise,Annual,204395.0,2452740.0,12.0,3.1,150,0.3644444444444444,0.15,3.0,6.0,3.8333333333333335,1.0,1.0,0.0018,0.0072,1913137.0,17660.0,0.2,[],No clear signal,2026-06-30
6096,SMB,Financial Services,Karnataka,Business,Monthly,11021.0,132252.0,6.0,27.7,11,0.8181818181818182,0.5481481481481482,-0.0595238095238095,3.0,3.0,0.0,1.0,0.0011,0.0044,103157.0,582.0,0.0,[],No clear signal,2026-06-30
19943,Enterprise,IT Services,Haryana,Business,Annual,134100.0,1609200.0,14.0,16.5,169,0.9191321499013808,0.9555555555555556,0.0204081632653061,0.0,4.0,0.0,1.0,0.0,0.0,1255176.0,0.0,0.2,[],No clear signal,2026-06-30
46903,SMB,Retail,Haryana,Business,Monthly,13610.0,163320.0,1.0,36.8,13,0.8717948717948718,0.6592592592592593,0.1307692307692307,2.0,5.0,0.0,1.0,0.0008,0.003,127390.0,490.0,0.0,[],No clear signal,2026-06-30
33284,SMB,Healthcare,Haryana,Starter,Monthly,956.0,11472.0,13.530858863411844,10.9,4,0.6666666666666666,0.9166666666666666,0.2520325203252032,3.0,5.0,0.0,1.0,0.0005,0.0022,8948.0,25.0,1.0,[],No clear signal,2026-06-30
30738,SMB,Financial Services,Rajasthan,Growth,Annual,6435.0,77220.0,13.546971474847938,22.0,13,0.7948717948717949,0.7857142857142857,0.0543478260869565,7.0,3.857142857142857,0.0,1.0,0.0018,0.0072,60232.0,556.0,0.2,[],No clear signal,2026-06-30
39896,SMB,Agritech,Telangana,Growth,Monthly,3959.0,47508.0,4.0,2.5,7,0.5714285714285714,0.4047619047619047,0.0,2.0,5.0,0.0,1.0,0.0163,0.0635,37056.0,3017.0,0.0,[],No clear signal,2026-06-30
39017,SMB,Real Estate,West Bengal,Starter,Annual,1035.0,12420.0,7.0,11.5,4,0.5833333333333334,0.5277777777777778,-0.396551724137931,2.0,4.0,0.0,1.0,0.0185,0.0718,9688.0,892.0,0.191,"[{""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 1.3}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 0.6}, {""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 0.5}]",Still early in lifecycle,2026-06-30
38306,SMB,Retail,Haryana,Starter,Monthly,2667.0,32004.0,9.0,12.7,11,0.9090909090909092,0.7777777777777778,-0.0710659898477157,1.0,3.0,0.0,1.0,0.0,0.0,24963.0,0.0,0.2,[],No clear signal,2026-06-30
6312,SMB,IT Services,Telangana,Starter,Annual,2374.0,28488.0,23.96456832766438,9.9,10,0.9,0.8333333333333334,0.0689655172413793,12.0,4.083333333333333,0.0,1.0,0.0005,0.0022,22221.0,63.0,0.0,[],No clear signal,2026-06-30
11941,Mid-Market,IT Services,Delhi,Growth,Monthly,30514.0,366168.0,4.0,7.9,60,0.6333333333333333,0.7976190476190476,-0.0283018867924528,0.0,4.0,0.0,1.0,0.0042,0.0166,285611.0,6078.0,0.0,[],No clear signal,2026-06-30
26714,Mid-Market,IT Services,Gujarat,Growth,Monthly,19214.0,230568.0,20.94309449595073,17.2,48,0.7013888888888888,0.5595238095238095,0.2025316455696202,2.0,4.5,0.2,1.0,0.0182,0.0708,179843.0,16324.0,0.67,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 1.0}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 0.5}]",Price sensitive (deep discount),2026-06-30
19560,SMB,Retail,Tamil Nadu,Starter,Monthly,3651.0,43812.0,1.0,20.3,14,0.8571428571428571,0.638888888888889,-0.0833333333333333,1.0,4.0,0.0,1.0,0.0027,0.0107,34173.0,469.0,0.0,[],No clear signal,2026-06-30
18783,SMB,Education,West Bengal,Growth,Annual,1091.0,13092.0,12.448083090029822,6.5,2,0.5,0.2857142857142857,-0.391304347826087,10.0,3.3,0.0,1.0,0.0119,0.0469,10212.0,614.0,0.023,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 0.6}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 0.6}]",Heavy support load,2026-06-30
37605,Mid-Market,Retail,Delhi,Growth,Monthly,31843.0,382116.0,11.0,26.7,68,0.9068627450980392,0.9523809523809524,-0.1155778894472361,0.0,4.0,0.0,1.0,0.0012,0.005,298050.0,1911.0,1.0,[],No clear signal,2026-06-30
22914,SMB,Manufacturing,Tamil Nadu,Starter,Annual,1560.0,18720.0,5.0,18.7,6,0.6666666666666666,0.8055555555555555,0.4285714285714285,3.0,4.333333333333333,0.0,1.0,0.0011,0.0044,14602.0,82.0,0.2,[],No clear signal,2026-06-30
41946,SMB,Real Estate,Uttar Pradesh,Starter,Monthly,1412.0,16944.0,14.0,12.4,6,0.8888888888888888,0.9166666666666666,0.2307692307692307,3.0,4.333333333333333,0.0,1.0,0.0008,0.003,13216.0,51.0,0.2,[],No clear signal,2026-06-30
44474,SMB,Agritech,Maharashtra,Growth,Annual,5023.0,60276.0,20.47904814694084,16.8,11,0.6666666666666666,0.3333333333333333,-0.0380952380952381,2.0,4.5,0.0,1.0,0.0013,0.0051,47015.0,307.0,0.5,[],No clear signal,2026-06-30
34955,Mid-Market,Real Estate,Karnataka,Business,Monthly,53399.0,640788.0,9.0,2.7,60,0.7277777777777777,0.7259259259259259,0.0,5.0,4.2,0.0,1.0,0.0027,0.0107,499815.0,6856.0,0.2,[],No clear signal,2026-06-30
335,SMB,IT Services,Telangana,Starter,Monthly,1283.0,15396.0,7.0,13.8,5,0.8,0.7222222222222222,-0.2413793103448276,2.0,4.5,0.0,1.0,0.0027,0.0107,12009.0,165.0,0.2,[],No clear signal,2026-06-30
13422,Enterprise,Retail,West Bengal,Enterprise,Annual,250964.0,3011568.0,9.0,29.6,180,0.2481481481481481,0.1277777777777778,-0.3333333333333333,6.0,3.1666666666666665,0.0,1.0,0.0057,0.0224,2349023.0,67459.0,0.2,[],No clear signal,2026-06-30
20821,Mid-Market,Hospitality,Tamil Nadu,Enterprise,Monthly,40857.0,490284.0,21.071413887201217,17.9,28,0.9166666666666669,0.8388888888888889,0.0887573964497041,9.0,4.333333333333333,0.0,1.0,0.0005,0.0022,382422.0,1079.0,0.0,[],No clear signal,2026-06-30
1937,Mid-Market,Hospitality,Karnataka,Business,Annual,51715.0,620580.0,9.0,6.0,58,0.0804597701149425,0.1407407407407407,-0.1428571428571428,21.0,3.0,0.0,1.0,0.0119,0.0469,484052.0,29105.0,0.0,[],No clear signal,2026-06-30
12050,SMB,Manufacturing,Karnataka,Growth,Annual,2549.0,30588.0,12.967119350046111,15.2,5,0.8,0.9285714285714286,0.0575916230366492,2.0,5.0,0.0,1.0,0.0,0.0,23859.0,0.0,0.2,[],No clear signal,2026-06-30
