ticket_id,customer_id,created_at,category,severity,resolution_hours,csat_score,is_escalated
269977,31726,2025-03-27,Integration,Low,5.7,4,0
269978,31726,2025-03-26,Outage,High,7.0,4,0
269979,31726,2025-03-08,Outage,Low,15.5,4,0
269980,31726,2025-03-19,Integration,Medium,20.9,4,0
270032,31786,2025-03-10,Feature Request,Critical,121.3,4,0
270033,31786,2025-03-11,Bug,Critical,24.8,3,1
270034,31786,2025-03-21,Bug,Critical,78.9,3,0
270035,31786,2025-03-10,Billing,Low,21.4,4,0
270036,31786,2025-03-16,Outage,Low,8.2,4,0
270219,32019,2025-03-03,Integration,Low,8.4,4,0
270328,32171,2025-03-30,How-to,Low,11.2,5,0
270344,32211,2025-03-12,Feature Request,High,37.8,4,0
270419,32302,2025-03-18,Feature Request,Low,15.4,3,0
270420,32302,2025-03-30,Feature Request,Low,15.6,3,0
270421,32302,2025-03-15,Billing,Low,12.6,4,0
270422,32302,2025-03-28,Integration,Low,5.4,5,0
270565,32529,2025-03-11,How-to,Low,26.9,5,0
270582,32536,2025-03-04,Integration,Low,6.1,5,0
270686,32670,2025-03-03,Bug,Medium,48.4,4,0
270687,32670,2025-03-25,Integration,Medium,9.8,3,0
270875,32896,2025-03-09,How-to,High,2.1,3,0
270876,32896,2025-03-29,Performance,Low,14.9,4,0
270877,32896,2025-03-09,Bug,High,14.9,3,0
270878,32896,2025-03-28,Integration,Medium,47.6,5,0
270903,32926,2025-03-11,Feature Request,Medium,34.5,4,0
270911,32935,2025-03-13,Performance,Medium,23.9,3,0
270956,32995,2025-03-11,How-to,Medium,15.9,3,0
270957,32995,2025-03-02,How-to,High,14.0,4,1
270958,32995,2025-03-04,How-to,Low,7.0,4,0
270976,33018,2025-03-29,How-to,High,71.6,3,1
271137,33208,2025-03-07,Integration,Low,7.7,4,0
271138,33208,2025-03-18,Outage,Medium,7.6,5,0
271264,33372,2025-03-22,Integration,Medium,4.3,4,0
271265,33372,2025-03-15,Feature Request,Low,9.4,3,0
271268,33383,2025-03-05,Integration,Low,10.8,4,0
271281,33400,2025-03-24,Outage,Medium,6.5,3,0
271282,33400,2025-03-31,Feature Request,Medium,12.9,4,0
271540,33774,2025-03-26,Outage,Medium,40.7,3,0
271555,33796,2025-03-30,Feature Request,Low,12.0,5,0
271608,33856,2025-03-22,Feature Request,Medium,1.7,4,0
271609,33856,2025-03-02,Performance,Medium,15.2,3,0
271610,33856,2025-03-25,Billing,Low,51.8,4,0
271611,33856,2025-03-12,Outage,Low,8.0,4,0
271618,33870,2025-03-05,Bug,Medium,30.6,3,0
271619,33871,2025-03-04,Billing,Medium,59.9,4,0
271620,33871,2025-03-31,Performance,High,22.3,2,1
271621,33871,2025-03-11,Feature Request,Low,22.0,3,0
271667,33931,2025-03-17,How-to,Low,24.0,5,0
271686,33945,2025-03-10,Bug,Critical,63.5,5,1
271702,33971,2025-03-29,How-to,Medium,37.6,4,0
271719,34001,2025-03-03,Billing,Medium,26.7,3,0
271765,34048,2025-03-23,Bug,Medium,9.1,5,0
271787,34076,2025-03-12,Bug,Low,27.4,3,0
271919,34261,2025-03-09,Integration,Low,11.4,5,0
271920,34261,2025-03-25,Outage,Low,6.3,2,0
272077,34482,2025-03-16,Integration,Low,31.6,4,0
272173,34615,2025-03-13,Billing,High,78.4,2,0
272250,34735,2025-03-27,Bug,Medium,48.4,5,0
272251,34735,2025-03-17,Integration,Low,21.5,4,0
272368,34879,2025-03-06,Bug,Low,11.2,3,0
272369,34879,2025-03-15,How-to,Medium,36.9,4,0
272684,35343,2025-03-12,Performance,Medium,25.6,4,0
272685,35343,2025-03-05,How-to,High,5.7,4,1
272686,35346,2025-03-11,Integration,Low,8.4,4,0
272687,35346,2025-03-14,Outage,High,58.1,4,0
272735,35411,2025-03-28,Integration,High,28.8,4,1
272808,35528,2025-03-27,Outage,Medium,6.5,5,0
272809,35528,2025-03-25,Bug,Medium,37.3,5,0
272820,35550,2025-03-16,How-to,Low,8.0,4,0
272821,35550,2025-03-12,Bug,High,38.7,4,0
272822,35550,2025-03-02,How-to,Medium,39.7,4,0
272941,35710,2025-03-27,Bug,Medium,41.6,5,0
273100,35933,2025-03-12,Outage,Low,7.2,4,0
273151,36021,2025-03-11,Feature Request,Low,6.2,5,0
273152,36021,2025-03-12,Performance,High,55.9,4,1
273153,36021,2025-03-11,Integration,Medium,63.6,4,0
273154,36021,2025-03-26,Performance,Low,5.6,5,0
273215,36077,2025-03-16,How-to,Low,2.8,4,0
273216,36077,2025-03-20,Outage,Medium,33.9,4,0
273260,36158,2025-03-31,Integration,Low,19.1,3,0
273450,36413,2025-03-28,Billing,High,110.4,3,0
273451,36413,2025-03-11,Performance,Low,35.0,4,0
273706,36773,2025-03-24,Performance,Medium,3.9,5,0
273801,36906,2025-03-10,How-to,Low,26.7,5,0
273802,36906,2025-03-15,Billing,Medium,16.8,5,0
273865,36984,2025-03-02,How-to,High,22.8,3,0
273866,36984,2025-03-27,Integration,Medium,1.9,3,0
273875,36995,2025-03-13,Outage,Medium,9.9,5,0
273939,37109,2025-03-22,Outage,Medium,17.7,3,0
273940,37109,2025-03-05,Feature Request,Low,26.0,4,0
273941,37109,2025-03-20,Billing,Low,16.2,5,0
273942,37109,2025-03-01,Billing,Low,26.1,5,0
274062,37285,2025-03-19,Performance,Medium,9.2,4,0
274091,37335,2025-03-02,Performance,Critical,29.6,4,1
274127,37398,2025-03-08,Feature Request,Low,2.9,3,0
274181,37500,2025-03-13,Performance,High,16.1,3,0
274182,37500,2025-03-02,Integration,Medium,6.2,2,0
274278,37672,2025-03-17,Bug,Low,26.8,3,0
274500,37982,2025-03-13,Performance,Low,5.0,4,0
274593,38111,2025-03-25,Performance,Critical,4.6,2,0
274661,38211,2025-03-14,Performance,Low,9.1,4,0
274662,38211,2025-03-10,Integration,Medium,14.6,4,0
274663,38211,2025-03-30,Performance,Medium,26.5,5,0
274687,38252,2025-03-27,Outage,High,31.4,3,1
274688,38252,2025-03-01,Feature Request,Low,7.7,2,0
274689,38252,2025-03-26,Feature Request,Medium,20.5,4,0
274690,38252,2025-03-08,Feature Request,Medium,43.3,4,0
274691,38252,2025-03-03,Performance,Low,6.4,5,0
274706,38270,2025-03-30,Outage,Medium,38.8,4,0
275000,38728,2025-03-14,Billing,Medium,6.8,4,0
275017,38770,2025-03-26,Feature Request,High,18.1,4,0
275037,38812,2025-03-12,How-to,Medium,15.4,4,0
275038,38812,2025-03-07,Outage,High,24.9,3,1
275039,38812,2025-03-13,Feature Request,Medium,40.8,4,0
275114,38939,2025-03-08,Performance,Low,23.0,5,0
275115,38939,2025-03-14,Outage,Medium,6.2,4,0
275281,39190,2025-03-21,How-to,High,45.0,4,0
275426,39416,2025-03-16,Feature Request,Low,8.0,3,0
275427,39416,2025-03-31,Billing,Low,24.7,4,0
275428,39416,2025-03-08,Integration,Low,29.8,4,0
275429,39416,2025-03-27,Bug,Medium,22.5,4,0
275430,39416,2025-03-11,Outage,Medium,33.2,3,0
275431,39416,2025-03-12,Integration,Low,12.5,4,0
275599,39666,2025-03-09,Feature Request,Low,7.4,4,0
275600,39666,2025-03-05,Outage,Low,13.5,4,0
275665,39739,2025-03-26,Integration,Low,14.0,5,0
275666,39739,2025-03-25,Feature Request,Low,10.1,3,0
275868,40017,2025-03-30,Performance,Medium,35.6,1,0
275869,40017,2025-03-28,Performance,Low,14.6,5,0
276007,40219,2025-03-14,Integration,Medium,15.1,5,0
276204,40485,2025-03-10,Bug,Medium,12.9,5,0
276443,40857,2025-03-22,Billing,Medium,18.8,1,0
276503,40936,2025-03-24,Integration,Medium,25.8,4,0
276504,40936,2025-03-30,Outage,Medium,20.4,5,0
276641,41124,2025-03-15,Feature Request,Medium,6.4,4,0
276677,41180,2025-03-02,Billing,Medium,8.3,3,0
276678,41180,2025-03-26,Billing,Medium,17.3,5,0
276679,41180,2025-03-02,Bug,Low,21.6,5,0
276698,41209,2025-03-07,Performance,Low,9.8,4,0
276699,41209,2025-03-04,Performance,Low,27.1,3,0
276700,41209,2025-03-13,Integration,Medium,8.6,2,0
276783,41324,2025-03-29,Billing,Medium,4.9,4,0
276870,41404,2025-03-04,Performance,Low,5.1,4,0
276871,41404,2025-03-29,Outage,High,10.4,5,0
276951,41475,2025-03-21,Billing,Low,18.0,5,0
276952,41475,2025-03-04,Outage,Low,26.5,3,0
276953,41475,2025-03-28,How-to,High,43.4,3,1
276998,41508,2025-03-16,Performance,Low,17.9,5,0
276999,41508,2025-03-11,Performance,Low,19.1,4,0
277012,41542,2025-03-05,Feature Request,Low,13.6,2,0
277013,41542,2025-03-15,Bug,Low,12.7,4,0
277065,41601,2025-03-04,Outage,High,26.3,4,0
277091,41660,2025-03-28,Bug,Low,24.8,5,0
277092,41660,2025-03-18,Billing,Low,33.1,4,0
277118,41704,2025-03-01,How-to,Low,18.3,5,0
277132,41740,2025-03-15,Outage,Low,31.5,5,0
277177,41776,2025-03-01,Performance,High,15.5,5,0
277231,41859,2025-03-05,Bug,Medium,4.1,4,0
277308,41970,2025-03-02,Bug,Low,9.7,5,0
277341,42017,2025-03-15,Performance,Medium,73.3,3,0
277342,42017,2025-03-12,Feature Request,Low,9.6,4,0
277343,42017,2025-03-19,Performance,Low,39.1,4,0
277344,42017,2025-03-08,Billing,Medium,42.4,2,0
277345,42017,2025-03-12,Billing,Low,32.9,4,0
277371,42058,2025-03-02,Feature Request,Medium,18.3,5,0
277372,42058,2025-03-04,Outage,High,39.7,3,0
277373,42058,2025-03-04,Outage,Low,8.9,5,0
277419,42111,2025-03-21,Outage,High,14.7,4,1
277451,42170,2025-03-04,Outage,Medium,11.2,3,0
277468,42196,2025-03-02,How-to,High,88.7,4,0
277469,42196,2025-03-25,How-to,Medium,10.0,5,0
277583,42398,2025-03-11,Outage,High,6.4,3,1
277584,42398,2025-03-04,Outage,High,16.6,3,1
277585,42398,2025-03-18,Performance,High,84.4,3,0
277586,42398,2025-03-12,Performance,Medium,6.5,4,0
277587,42398,2025-03-03,Outage,High,31.7,3,0
277685,42536,2025-03-30,Bug,High,26.4,4,1
277686,42536,2025-03-29,Billing,High,3.2,3,1
277687,42536,2025-03-18,Outage,Medium,46.0,3,0
277757,42635,2025-03-21,Bug,Critical,14.1,3,0
277758,42635,2025-03-18,How-to,Medium,29.7,3,0
277816,42704,2025-03-31,Performance,Low,20.5,4,0
277827,42719,2025-03-21,Integration,Medium,14.2,5,0
277828,42719,2025-03-08,Bug,High,42.3,4,0
277829,42719,2025-03-09,Billing,Low,18.3,3,0
277830,42719,2025-03-23,Billing,Low,4.1,3,0
277944,42914,2025-03-05,Integration,High,22.1,2,1
277985,42955,2025-03-11,How-to,Low,5.9,3,0
278060,43041,2025-03-25,Integration,Medium,15.9,2,0
278134,43165,2025-03-03,Outage,High,37.9,4,0
278135,43165,2025-03-21,How-to,Low,11.8,4,0
278136,43165,2025-03-20,Feature Request,Low,13.2,4,0
278161,43202,2025-03-01,Outage,Low,3.2,5,0
278197,43280,2025-03-30,Performance,Low,77.3,3,0
278260,43358,2025-03-08,Outage,Medium,65.0,4,0
278261,43358,2025-03-25,Integration,High,54.4,2,0
278262,43358,2025-03-28,Outage,Medium,33.5,3,0
278263,43358,2025-03-02,Feature Request,Medium,19.5,4,0
278264,43358,2025-03-08,How-to,Low,23.5,3,0
278434,43533,2025-03-15,Billing,Low,7.3,4,0
278446,43556,2025-03-01,Integration,Medium,17.9,3,0
278447,43556,2025-03-16,How-to,Critical,39.1,2,0
278532,43665,2025-03-07,Integration,Medium,6.4,3,0
278533,43665,2025-03-27,How-to,Low,20.2,3,0
279114,44476,2025-03-27,Performance,High,17.8,3,0
279128,44484,2025-03-05,Outage,High,40.9,4,0
279129,44484,2025-03-29,Feature Request,Medium,29.8,3,0
279130,44484,2025-03-20,Integration,Low,3.6,3,0
279131,44484,2025-03-15,Performance,Low,7.7,4,0
279186,44541,2025-03-18,Feature Request,Low,15.9,5,0
279205,44570,2025-03-11,Feature Request,Medium,45.4,2,0
279670,45236,2025-03-03,Integration,High,16.1,4,0
279714,45290,2025-03-25,Billing,High,92.5,4,0
279732,45344,2025-03-20,Feature Request,Low,17.0,4,0
279733,45344,2025-03-04,Bug,Medium,16.8,3,0
279866,45507,2025-03-29,How-to,High,30.7,3,1
279867,45507,2025-03-12,Performance,High,14.5,5,1
279868,45507,2025-03-25,Performance,Medium,5.1,4,0
279896,45556,2025-03-26,Integration,Low,36.8,3,0
279897,45556,2025-03-21,Feature Request,Critical,7.8,4,1
279914,45606,2025-03-16,Billing,High,13.7,4,0
280012,45708,2025-03-20,Performance,Low,3.5,4,0
280046,45757,2025-03-01,Bug,Medium,24.1,2,0
280098,45831,2025-03-11,Feature Request,High,66.8,2,0
280190,45983,2025-03-27,Outage,High,17.4,4,0
280191,45983,2025-03-07,How-to,Medium,32.8,4,0
280247,46074,2025-03-20,Performance,Medium,19.3,4,0
280249,46088,2025-03-06,Outage,Low,23.2,4,0
280261,46114,2025-03-01,Bug,High,9.9,3,0
280345,46227,2025-03-20,Feature Request,Low,1.6,2,0
280346,46227,2025-03-16,How-to,High,99.2,2,0
280347,46227,2025-03-10,Performance,Low,24.1,4,0
280547,46487,2025-03-18,Performance,High,16.3,4,0
280548,46487,2025-03-17,Performance,Critical,54.9,2,0
280549,46487,2025-03-03,Billing,Critical,54.2,1,1
280562,46503,2025-03-25,Integration,Medium,19.9,4,0
280610,46607,2025-03-12,Performance,Low,11.1,5,0
280795,46887,2025-03-09,Billing,Medium,35.9,4,0
280796,46887,2025-03-21,Feature Request,Medium,12.2,3,0
280944,47036,2025-03-19,Performance,Low,9.0,4,0
280954,47046,2025-03-16,Outage,High,37.6,5,0
280969,47074,2025-03-16,Billing,Medium,53.7,3,0
281089,47208,2025-03-07,Bug,Medium,19.8,4,0
281090,47208,2025-03-10,Outage,Medium,15.2,3,0
281465,47666,2025-03-28,Outage,High,19.0,5,0
281613,47832,2025-03-15,Feature Request,High,21.3,5,1
281614,47832,2025-03-16,Integration,Critical,11.0,3,0
281615,47832,2025-03-07,Bug,Medium,18.3,3,0
281630,47858,2025-03-17,Integration,Medium,11.8,4,0
281631,47863,2025-03-06,Feature Request,Low,7.4,5,0
281632,47863,2025-03-19,Integration,Medium,146.5,4,0
281636,47874,2025-03-15,Outage,Critical,45.2,3,1
281637,47874,2025-03-03,Outage,Low,18.0,3,0
281644,47879,2025-03-30,How-to,Low,11.6,4,0
281645,47879,2025-03-21,Bug,High,43.1,4,0
281659,47889,2025-03-03,Bug,Medium,9.4,4,0
281673,47913,2025-03-09,Billing,High,87.2,4,0
281710,47989,2025-03-29,Outage,Medium,37.0,3,0
281711,47989,2025-03-27,How-to,Low,6.5,5,0
281896,48223,2025-03-18,Feature Request,Low,7.8,5,0
281949,48299,2025-03-13,Bug,Low,35.0,4,0
281950,48299,2025-03-19,Bug,Medium,23.1,4,0
281976,48337,2025-03-18,Outage,Medium,31.3,5,0
281977,48337,2025-03-19,Billing,Critical,46.6,4,0
281978,48337,2025-03-02,Outage,High,63.5,2,0
281996,48355,2025-03-09,Integration,Low,5.1,3,0
281997,48355,2025-03-01,Bug,Low,9.1,4,0
282057,48427,2025-03-15,Bug,Medium,1.8,5,0
282058,48427,2025-03-25,Integration,Low,4.9,5,0
282059,48428,2025-03-29,Performance,Low,2.8,4,0
282167,48567,2025-03-10,Bug,Low,12.3,4,0
282168,48567,2025-03-07,Feature Request,Low,13.5,5,0
282169,48567,2025-03-02,Outage,Medium,23.7,5,0
282183,48593,2025-03-15,Bug,High,11.2,2,0
282415,48925,2025-03-31,Performance,Critical,69.5,3,0
282416,48925,2025-03-07,Performance,Medium,23.1,2,0
282533,49144,2025-03-10,Bug,Low,5.8,3,0
282585,49214,2025-03-02,Bug,Medium,43.6,3,0
282586,49214,2025-03-09,Feature Request,Low,25.1,4,0
282609,49249,2025-03-16,Integration,Low,3.0,5,0
282926,49617,2025-03-24,Performance,Low,19.9,5,0
282944,49642,2025-03-08,How-to,Low,4.4,3,0
283059,49791,2025-03-21,Bug,Low,4.1,4,0
283060,49791,2025-03-02,Integration,Critical,13.2,3,0
283136,49872,2025-03-19,Integration,Low,16.6,4,0
283148,49884,2025-03-16,Integration,Medium,7.0,5,0
283229,49980,2025-03-02,Bug,Critical,27.7,3,0
283246,23,2025-04-04,Bug,Medium,30.4,5,0
283247,23,2025-04-03,Bug,Critical,77.9,3,0
283261,43,2025-04-01,Billing,Low,40.3,3,0
283262,43,2025-04-24,Bug,Medium,18.2,3,0
283263,43,2025-04-26,Bug,Low,8.4,4,0
283264,48,2025-04-17,Feature Request,Low,2.7,5,0
283265,48,2025-04-21,Integration,Low,4.0,3,0
283266,48,2025-04-13,Billing,Low,8.0,4,0
283267,48,2025-04-14,Outage,Low,18.0,3,0
283268,48,2025-04-18,Bug,Low,1.7,5,0
283269,48,2025-04-04,Bug,Low,9.7,4,0
283270,48,2025-04-13,How-to,High,62.5,3,1
283290,58,2025-04-29,Billing,Medium,18.4,4,0
283291,58,2025-04-13,Bug,High,32.8,4,0
283319,119,2025-04-30,Bug,Medium,8.6,4,0
283320,119,2025-04-20,Bug,Low,3.2,4,0
283414,222,2025-04-10,Feature Request,Medium,4.9,4,0
283415,222,2025-04-17,How-to,Medium,10.9,5,0
283416,222,2025-04-08,Performance,Low,2.7,4,0
283417,222,2025-04-02,Bug,High,37.7,4,0
283418,222,2025-04-19,Feature Request,Critical,43.2,5,0
283419,222,2025-04-22,Outage,Low,33.0,4,0
283441,247,2025-04-20,How-to,High,31.2,5,1
283442,247,2025-04-26,Integration,High,37.0,5,0
283443,247,2025-04-14,How-to,Low,16.5,5,0
283444,247,2025-04-21,Outage,Medium,28.5,5,0
283490,334,2025-04-19,Integration,Low,3.5,5,0
283493,341,2025-04-10,Feature Request,Medium,23.3,5,0
283494,341,2025-04-03,Integration,Medium,11.8,3,0
283495,341,2025-04-29,Performance,High,12.5,3,0
283496,341,2025-04-30,Billing,Medium,13.5,4,0
283608,508,2025-04-23,Performance,Low,17.0,4,0
283628,531,2025-04-17,Bug,Low,13.4,4,0
283629,531,2025-04-30,Outage,High,7.1,3,0
283672,575,2025-04-09,Billing,Medium,18.5,3,0
283752,685,2025-04-11,Bug,Medium,102.1,3,0
283753,685,2025-04-19,Feature Request,Low,5.0,3,0
283754,685,2025-04-18,Outage,Low,8.5,3,0
283785,738,2025-04-06,How-to,High,42.6,3,1
283886,895,2025-04-27,Feature Request,Low,5.5,4,0
283887,895,2025-04-23,Outage,Low,50.9,5,0
283888,895,2025-04-18,Feature Request,High,20.9,2,1
283889,895,2025-04-11,How-to,Critical,37.4,5,1
283977,1001,2025-04-04,Bug,Medium,9.2,3,0
283978,1001,2025-04-08,Performance,Low,20.5,4,0
283979,1001,2025-04-22,Performance,Low,1.9,5,0
283980,1001,2025-04-05,Integration,Medium,1.2,4,0
284016,1048,2025-04-08,Performance,Low,8.5,5,0
284036,1061,2025-04-22,How-to,High,6.5,3,0
284158,1240,2025-04-06,How-to,Medium,33.1,3,0
284159,1240,2025-04-07,How-to,Medium,21.2,5,0
284243,1362,2025-04-07,Billing,Low,3.3,5,0
284276,1385,2025-04-08,How-to,Low,2.9,5,0
284277,1387,2025-04-07,Outage,Low,13.2,4,0
284281,1402,2025-04-08,Bug,Low,5.5,5,0
284282,1406,2025-04-10,Bug,Medium,19.4,3,0
284337,1460,2025-04-17,Performance,Low,6.9,3,0
284338,1460,2025-04-23,Bug,Low,30.1,3,0
284584,1807,2025-04-28,Feature Request,Medium,25.2,5,0
284585,1807,2025-04-17,Performance,Medium,23.6,4,0
284593,1822,2025-04-19,Billing,Low,20.5,4,0
284668,1917,2025-04-20,Billing,High,18.9,3,0
284739,2044,2025-04-22,Billing,High,49.9,4,0
284851,2244,2025-04-27,How-to,Low,4.3,4,0
284852,2244,2025-04-04,Performance,High,10.8,2,0
284853,2244,2025-04-21,Billing,High,58.1,4,0
284854,2244,2025-04-22,How-to,Low,13.9,4,0
285117,2620,2025-04-30,How-to,Medium,14.9,3,0
285118,2620,2025-04-19,Bug,Low,13.8,4,0
285180,2713,2025-04-30,Outage,High,3.1,3,1
285181,2713,2025-04-09,Integration,High,7.7,4,0
285182,2713,2025-04-03,Performance,High,30.3,4,1
285183,2713,2025-04-21,Feature Request,Medium,51.0,4,0
285213,2754,2025-04-26,Bug,Low,2.9,5,0
285220,2761,2025-04-25,Integration,Medium,14.9,4,0
285221,2761,2025-04-05,Integration,High,3.2,4,0
285232,2768,2025-04-26,Outage,Low,4.1,3,0
285233,2768,2025-04-05,How-to,Low,5.6,5,0
285234,2768,2025-04-04,Integration,Low,12.1,3,0
285389,2939,2025-04-02,Outage,Low,6.1,5,0
285390,2939,2025-04-27,Performance,Medium,18.5,3,0
285391,2939,2025-04-09,Bug,Critical,74.3,3,0
285392,2939,2025-04-10,Performance,Low,34.4,5,0
285393,2939,2025-04-28,Integration,Critical,123.1,3,1
285475,3054,2025-04-04,Billing,Critical,53.7,2,1
285538,3171,2025-04-15,Billing,Medium,51.8,3,0
285539,3171,2025-04-11,How-to,High,43.3,2,0
285540,3171,2025-04-11,How-to,High,16.5,3,0
285595,3262,2025-04-18,Bug,Medium,25.0,4,0
285596,3262,2025-04-26,Outage,Low,3.7,4,0
285597,3262,2025-04-18,Integration,High,30.9,5,0
285598,3263,2025-04-12,How-to,High,19.9,3,1
285619,3285,2025-04-17,How-to,High,16.3,3,1
285620,3285,2025-04-18,Feature Request,High,45.1,4,1
285621,3285,2025-04-15,Billing,Low,10.1,4,0
285631,3295,2025-04-13,How-to,Medium,45.0,5,0
285632,3295,2025-04-29,Outage,Medium,47.4,4,0
285735,3421,2025-04-05,Outage,Medium,35.2,3,0
285736,3422,2025-04-26,Outage,Critical,56.6,2,0
285852,3583,2025-04-13,Bug,High,18.1,5,0
285889,3656,2025-04-21,How-to,Low,4.5,3,0
286372,4306,2025-04-23,Bug,High,18.7,5,0
286558,4534,2025-04-29,How-to,Critical,21.7,4,1
286614,4613,2025-04-10,Bug,Critical,69.2,2,1
286615,4613,2025-04-26,Feature Request,Medium,51.4,3,0
286616,4613,2025-04-12,Performance,Low,10.0,3,0
286617,4613,2025-04-08,Outage,Low,14.6,4,0
286618,4626,2025-04-04,Feature Request,Medium,26.1,3,0
286619,4626,2025-04-04,Feature Request,Medium,31.4,5,0
286755,4788,2025-04-18,Outage,Low,5.4,4,0
286765,4810,2025-04-01,Outage,Low,32.6,3,0
286766,4810,2025-04-19,Integration,Low,14.4,5,0
286773,4819,2025-04-26,Outage,Medium,19.9,5,0
286887,5023,2025-04-04,Integration,Low,5.2,5,0
286907,5046,2025-04-24,Performance,Medium,32.1,4,0
286979,5161,2025-04-03,Bug,Medium,3.0,5,0
286980,5161,2025-04-18,Performance,Medium,23.2,3,0
287024,5217,2025-04-23,How-to,Low,17.3,4,0
287025,5217,2025-04-07,Billing,High,19.3,3,1
287026,5217,2025-04-02,Feature Request,Low,9.5,5,0
287057,5255,2025-04-24,Billing,Medium,71.2,4,0
287112,5329,2025-04-16,Feature Request,High,94.0,2,1
287157,5367,2025-04-19,Outage,Low,14.9,3,0
287158,5367,2025-04-02,Integration,Medium,23.5,3,0
287161,5370,2025-04-13,Bug,High,34.3,3,0
287162,5370,2025-04-12,Integration,Low,8.7,4,0
287163,5370,2025-04-21,Feature Request,Critical,28.3,2,0
287210,5411,2025-04-19,Performance,High,19.3,3,1
287211,5411,2025-04-30,How-to,High,77.7,4,0
287318,5535,2025-04-03,How-to,Medium,9.8,4,0
287338,5566,2025-04-03,Feature Request,Medium,11.1,4,0
287367,5610,2025-04-18,Outage,Medium,63.0,5,0
287368,5610,2025-04-04,How-to,High,38.9,4,0
287369,5610,2025-04-12,Outage,Low,9.9,4,0
287370,5614,2025-04-10,Feature Request,Low,4.6,4,0
287371,5614,2025-04-24,Integration,Medium,15.1,3,0
287372,5614,2025-04-16,Outage,Critical,42.7,3,1
287394,5657,2025-04-08,Integration,Low,16.4,4,0
287415,5678,2025-04-02,Bug,Low,7.3,4,0
287450,5754,2025-04-17,Feature Request,Medium,21.1,3,0
287676,6058,2025-04-24,How-to,High,5.8,3,0
287700,6092,2025-04-10,Billing,High,18.3,4,0
287705,6096,2025-04-14,Feature Request,Medium,2.7,3,0
287715,6100,2025-04-06,How-to,Medium,21.5,4,0
287716,6100,2025-04-24,Bug,Low,2.9,5,0
287717,6100,2025-04-19,Integration,Medium,45.9,4,0
287718,6100,2025-04-13,How-to,Low,3.3,3,0
287733,6117,2025-04-16,Performance,Low,8.0,2,0
287734,6117,2025-04-10,Performance,Medium,44.0,3,0
287742,6134,2025-04-07,Billing,High,7.2,2,0
287743,6134,2025-04-02,Outage,Medium,51.7,3,0
287744,6134,2025-04-02,Outage,High,20.3,3,0
287756,6149,2025-04-15,Performance,Medium,16.8,4,0
287817,6209,2025-04-04,Billing,Medium,10.3,3,0
287849,6250,2025-04-22,Billing,Medium,1.5,3,0
287850,6250,2025-04-26,Performance,Low,39.9,4,0
287851,6250,2025-04-05,Bug,Medium,13.2,5,0
287852,6250,2025-04-19,Billing,High,48.9,5,0
287918,6359,2025-04-07,Integration,Medium,3.0,4,0
287919,6359,2025-04-06,How-to,Low,2.6,4,0
287934,6392,2025-04-17,Performance,Low,11.9,2,0
287935,6392,2025-04-02,Performance,Low,33.1,4,0
287936,6392,2025-04-06,Billing,Low,16.1,5,0
288015,6514,2025-04-21,Bug,Medium,19.0,4,0
288016,6514,2025-04-29,Performance,High,69.9,3,1
288017,6514,2025-04-30,How-to,Critical,146.5,1,1
288018,6515,2025-04-12,Integration,Medium,19.0,3,0
288066,6557,2025-04-17,Integration,High,24.2,2,0
288131,6669,2025-04-02,Outage,High,8.3,4,0
288132,6670,2025-04-09,Outage,Medium,23.8,5,0
288141,6693,2025-04-13,Billing,Medium,29.6,5,0
288142,6693,2025-04-16,Bug,Medium,21.0,4,0
288388,7058,2025-04-03,Outage,Low,12.1,5,0
288599,7342,2025-04-28,Integration,Low,21.8,3,0
288600,7342,2025-04-30,Billing,Low,5.0,4,0
288601,7342,2025-04-29,Integration,High,50.2,4,0
288602,7342,2025-04-27,Bug,Medium,5.2,5,0
288603,7342,2025-04-25,Outage,Medium,79.0,3,0
288623,7357,2025-04-25,Feature Request,Low,7.4,4,0
288630,7359,2025-04-10,How-to,Low,3.4,3,0
288678,7429,2025-04-21,Integration,Medium,33.6,4,0
288679,7429,2025-04-07,Bug,Medium,53.9,4,0
288680,7429,2025-04-06,Performance,Low,3.3,3,0
288681,7430,2025-04-18,Outage,Medium,8.2,2,0
288739,7486,2025-04-20,Bug,Low,17.8,4,0
288740,7486,2025-04-04,How-to,Low,11.4,5,0
288741,7486,2025-04-13,Feature Request,Low,23.0,4,0
288872,7663,2025-04-28,Billing,Medium,4.8,3,0
288873,7663,2025-04-14,Performance,Low,17.7,5,0
288980,7806,2025-04-28,Outage,Low,5.0,5,0
289151,8004,2025-04-30,How-to,Medium,50.8,3,0
289152,8004,2025-04-17,Performance,Low,34.3,3,0
289186,8039,2025-04-18,Outage,Low,34.5,5,0
289187,8039,2025-04-08,Performance,Medium,90.0,5,0
289238,8085,2025-04-05,Bug,Low,12.0,5,0
289239,8085,2025-04-07,Integration,High,31.7,4,0
289240,8085,2025-04-29,Bug,Low,9.7,4,0
289265,8107,2025-04-10,Integration,High,16.9,2,1
289318,8186,2025-04-11,Bug,High,59.7,2,1
289319,8186,2025-04-05,Feature Request,Low,14.7,5,0
289431,8339,2025-04-26,Feature Request,Medium,53.6,5,0
289432,8340,2025-04-04,Billing,Critical,58.7,4,0
289444,8359,2025-04-22,Performance,Medium,26.5,5,0
289703,8642,2025-04-29,How-to,Medium,55.0,4,0
289706,8646,2025-04-27,Billing,High,37.9,4,0
