customer_id,month_start,logins,active_days,seats_active,features_used,features_available,api_calls
13481,2025-05-01,25,17,8,11,28,3887
13552,2025-05-01,12,10,4,10,28,462
13575,2025-05-01,13,11,12,10,60,2829
13618,2025-05-01,57,21,1,22,28,95
13637,2025-05-01,8,10,6,13,28,174
13704,2025-05-01,2,4,1,1,12,108
13766,2025-05-01,10,11,4,5,12,153
13806,2025-05-01,13,10,8,24,60,295
13997,2025-05-01,6,10,2,3,12,64
14020,2025-05-01,29,18,3,15,28,230
14225,2025-05-01,19,16,9,4,12,461
14249,2025-05-01,42,20,2,18,28,233
14270,2025-05-01,8,9,30,12,60,939
14271,2025-05-01,48,19,7,10,12,1097
14289,2025-05-01,70,22,42,48,60,5912
14362,2025-05-01,29,16,4,7,12,931
14388,2025-05-01,22,13,4,6,12,762
14532,2025-05-01,19,16,32,28,60,10811
14549,2025-05-01,17,14,5,18,45,88
14642,2025-05-01,10,14,1,6,45,163
14690,2025-05-01,2,3,68,7,60,7513
14706,2025-05-01,54,21,28,25,28,3782
14732,2025-05-01,46,22,6,23,28,774
14778,2025-05-01,5,6,4,18,45,351
14803,2025-05-01,53,20,13,8,12,1158
14837,2025-05-01,56,22,21,34,45,10379
14970,2025-05-01,42,18,2,21,28,269
15049,2025-05-01,45,20,10,9,12,322
15189,2025-05-01,60,20,8,11,12,982
15193,2025-05-01,10,11,18,6,28,1139
15256,2025-05-01,21,14,8,3,12,363
15389,2025-05-01,14,12,3,5,12,261
15412,2025-05-01,24,17,16,17,28,2989
15472,2025-05-01,10,10,4,5,28,713
15508,2025-05-01,2,3,2,7,45,119
15612,2025-05-01,39,19,8,3,12,2796
15628,2025-05-01,12,13,20,12,45,1525
15642,2025-05-01,13,12,3,23,28,12
15694,2025-05-01,35,18,3,7,12,848
15791,2025-05-01,25,15,1,10,12,91
15909,2025-05-01,51,20,72,42,45,8590
16009,2025-05-01,69,21,45,41,45,4626
16036,2025-05-01,24,19,16,24,45,2112
16048,2025-05-01,15,15,4,8,12,383
16073,2025-05-01,35,15,53,40,45,12101
16131,2025-05-01,43,18,61,40,45,17598
16280,2025-05-01,51,22,11,27,28,302
16353,2025-05-01,74,21,6,10,12,1394
16381,2025-05-01,27,15,5,11,12,1197
16405,2025-05-01,16,13,78,29,60,7559
16664,2025-05-01,34,17,3,14,28,1168
16705,2025-05-01,11,14,3,9,12,296
16712,2025-05-01,2,3,26,12,60,446
16769,2025-05-01,18,15,24,9,45,799
16799,2025-05-01,18,13,3,9,12,823
16832,2025-05-01,69,21,3,27,28,1310
16996,2025-05-01,9,12,2,20,45,137
17072,2025-05-01,22,17,39,21,45,3972
17095,2025-05-01,33,16,30,32,60,5549
17147,2025-05-01,24,16,39,12,28,17692
17368,2025-05-01,28,17,7,16,28,220
17378,2025-05-01,3,6,55,21,60,4079
17430,2025-05-01,79,22,195,54,60,24447
17555,2025-05-01,11,11,26,18,28,2829
17606,2025-05-01,38,21,6,16,28,1665
17648,2025-05-01,3,5,3,9,12,234
17724,2025-05-01,25,16,1,19,28,112
17794,2025-05-01,9,12,13,9,28,1494
17800,2025-05-01,49,20,24,43,45,6429
17818,2025-05-01,46,21,10,20,28,3114
17838,2025-05-01,61,21,11,26,28,921
17920,2025-05-01,3,4,3,5,60,270
17974,2025-05-01,11,13,7,9,12,143
17993,2025-05-01,44,18,43,44,60,13670
17998,2025-05-01,53,20,9,11,12,1718
18013,2025-05-01,44,19,4,7,12,148
18057,2025-05-01,42,22,7,25,28,1039
18088,2025-05-01,18,14,6,11,28,371
18104,2025-05-01,9,11,10,5,45,1465
18130,2025-05-01,78,22,71,25,45,13927
18211,2025-05-01,13,13,4,18,28,72
18219,2025-05-01,49,21,24,43,45,6185
18303,2025-05-01,36,17,10,31,45,3727
18307,2025-05-01,50,19,55,20,45,10215
18606,2025-05-01,51,21,7,11,12,3419
18662,2025-05-01,27,18,7,6,12,841
18710,2025-05-01,52,21,7,27,28,2862
18720,2025-05-01,45,16,9,38,45,666
18732,2025-05-01,26,17,2,9,12,223
18808,2025-05-01,25,17,5,11,12,356
18811,2025-05-01,43,18,2,31,45,161
18901,2025-05-01,19,14,19,20,28,2539
18902,2025-05-01,35,21,45,25,28,13847
18914,2025-05-01,25,15,7,3,12,1116
18943,2025-05-01,4,8,3,3,12,308
19002,2025-05-01,52,22,66,40,45,8716
19036,2025-05-01,20,14,33,38,60,4927
19079,2025-05-01,69,21,41,24,28,11836
19095,2025-05-01,20,13,7,15,28,382
19107,2025-05-01,22,15,7,9,12,390
19198,2025-05-01,1,2,4,6,28,453
19468,2025-05-01,10,9,6,6,12,798
19560,2025-05-01,31,19,10,5,12,1823
19563,2025-05-01,28,17,3,10,12,199
19676,2025-05-01,8,7,10,37,45,1107
19729,2025-05-01,27,17,11,21,28,1823
19777,2025-05-01,33,19,6,9,12,1229
19811,2025-05-01,54,19,4,25,28,1535
19926,2025-05-01,12,12,2,24,45,130
19943,2025-05-01,33,17,106,37,45,39212
20071,2025-05-01,69,22,10,11,12,633
20131,2025-05-01,35,17,2,13,28,510
20162,2025-05-01,31,19,32,34,45,3854
20296,2025-05-01,58,21,11,9,12,1167
20335,2025-05-01,21,17,3,11,28,283
20357,2025-05-01,59,21,76,50,60,14089
20391,2025-05-01,36,17,22,22,28,739
20457,2025-05-01,71,21,4,27,28,855
20480,2025-05-01,12,12,3,18,28,569
20493,2025-05-01,62,22,6,26,28,928
20516,2025-05-01,58,22,8,25,28,1151
20595,2025-05-01,29,18,4,7,12,868
20597,2025-05-01,4,8,3,4,12,286
20686,2025-05-01,33,21,63,41,60,10423
20711,2025-05-01,34,19,55,53,60,22805
20797,2025-05-01,42,20,5,10,12,953
20821,2025-05-01,55,21,27,45,60,5592
20940,2025-05-01,52,22,6,8,12,516
20947,2025-05-01,55,21,4,11,12,810
20987,2025-05-01,59,22,6,11,12,1912
20992,2025-05-01,19,16,4,10,12,830
21026,2025-05-01,41,21,5,8,12,580
21126,2025-05-01,43,22,4,6,28,667
21146,2025-05-01,59,19,3,11,12,470
21170,2025-05-01,13,16,2,10,12,185
21189,2025-05-01,45,21,3,11,12,306
21504,2025-05-01,31,16,5,22,28,591
21512,2025-05-01,32,17,2,8,12,187
21542,2025-05-01,19,14,5,5,12,171
21561,2025-05-01,29,16,4,7,12,812
21682,2025-05-01,25,17,38,35,45,5727
21751,2025-05-01,11,10,9,33,45,3483
21783,2025-05-01,17,14,3,15,28,143
21823,2025-05-01,46,22,5,11,12,797
22031,2025-05-01,27,17,30,24,28,6611
22041,2025-05-01,51,21,2,18,28,503
22110,2025-05-01,40,21,4,6,12,893
22139,2025-05-01,21,17,3,6,12,403
22154,2025-05-01,38,19,7,10,12,1663
22215,2025-05-01,22,15,5,5,12,197
22217,2025-05-01,67,21,11,25,28,1296
22297,2025-05-01,60,21,11,30,45,1838
22340,2025-05-01,29,20,11,12,28,1092
22372,2025-05-01,16,13,7,6,12,647
22416,2025-05-01,46,22,12,24,28,2474
22475,2025-05-01,4,6,5,11,28,392
22485,2025-05-01,39,19,20,24,28,4693
22487,2025-05-01,16,11,1,14,28,103
22541,2025-05-01,15,11,4,5,12,610
22573,2025-05-01,37,20,10,26,28,1123
22603,2025-05-01,40,20,157,56,60,26552
22676,2025-05-01,27,17,3,13,28,818
22710,2025-05-01,41,18,2,8,12,103
22756,2025-05-01,44,19,3,10,12,1129
22825,2025-05-01,24,18,11,44,60,2271
22836,2025-05-01,60,22,6,25,28,305
22914,2025-05-01,5,7,3,8,12,445
22915,2025-05-01,35,20,5,10,12,248
22949,2025-05-01,12,14,28,37,60,1948
22999,2025-05-01,61,21,45,42,45,11030
23108,2025-05-01,2,3,0,9,28,0
23169,2025-05-01,41,21,5,5,12,1739
23338,2025-05-01,5,7,61,28,60,1127
23467,2025-05-01,26,15,27,30,45,4204
23469,2025-05-01,68,21,141,54,60,25707
23490,2025-05-01,41,18,10,7,12,1682
23508,2025-05-01,22,15,2,24,45,85
23512,2025-05-01,20,14,5,8,28,1636
23518,2025-05-01,51,22,185,49,60,71123
23713,2025-05-01,12,12,24,4,45,1014
23757,2025-05-01,43,21,2,9,12,796
23931,2025-05-01,47,21,54,26,28,21105
23959,2025-05-01,17,14,4,11,12,435
24011,2025-05-01,21,13,4,8,28,332
24199,2025-05-01,28,15,13,35,45,3263
24244,2025-05-01,61,21,15,42,45,4957
24298,2025-05-01,7,9,17,14,45,682
24484,2025-05-01,61,22,2,22,28,392
24530,2025-05-01,47,21,10,9,12,159
24563,2025-05-01,35,16,6,7,12,478
24595,2025-05-01,34,19,11,5,12,2523
24630,2025-05-01,14,13,7,24,28,599
24703,2025-05-01,23,13,3,10,28,85
24712,2025-05-01,42,20,33,42,45,1723
24733,2025-05-01,24,16,9,19,28,211
24772,2025-05-01,39,19,4,11,12,981
24829,2025-05-01,26,17,7,16,28,416
24838,2025-05-01,8,9,3,3,12,168
24845,2025-05-01,48,20,5,8,12,1409
24848,2025-05-01,20,14,10,6,12,3852
24948,2025-05-01,70,22,12,11,12,3464
24957,2025-05-01,29,16,47,17,28,10336
25035,2025-05-01,39,19,7,11,12,368
25138,2025-05-01,8,10,27,9,28,920
25145,2025-05-01,15,13,5,9,12,967
25235,2025-05-01,17,12,3,20,28,554
25247,2025-05-01,34,19,3,11,12,205
25256,2025-05-01,44,19,46,36,45,11150
25274,2025-05-01,45,20,48,53,60,6312
25308,2025-05-01,9,11,65,11,45,8631
25319,2025-05-01,41,20,2,7,12,254
25336,2025-05-01,16,12,4,5,12,289
25560,2025-05-01,25,17,3,21,28,139
25577,2025-05-01,11,13,36,51,60,2281
25613,2025-05-01,43,20,49,41,45,1422
25666,2025-05-01,20,17,23,27,60,4123
25679,2025-05-01,25,17,55,26,45,16396
25686,2025-05-01,5,6,4,5,12,318
25687,2025-05-01,45,20,4,20,28,635
25694,2025-05-01,24,15,22,24,28,1623
25759,2025-05-01,10,12,2,8,12,204
25818,2025-05-01,5,7,27,16,45,2581
25919,2025-05-01,35,19,33,24,28,6600
25988,2025-05-01,58,21,4,11,12,1628
26042,2025-05-01,38,18,12,10,12,4093
26147,2025-05-01,10,9,6,9,45,472
26260,2025-05-01,5,8,3,2,12,109
26277,2025-05-01,46,22,64,35,45,11012
26445,2025-05-01,13,11,6,14,28,716
26507,2025-05-01,18,14,3,7,12,445
26521,2025-05-01,41,22,3,7,12,544
26568,2025-05-01,14,15,107,32,45,6774
26592,2025-05-01,14,15,2,10,28,103
26664,2025-05-01,46,22,119,39,45,4075
26685,2025-05-01,36,20,2,4,12,529
26714,2025-05-01,17,13,28,14,28,3669
26744,2025-05-01,58,21,55,10,45,4264
26817,2025-05-01,45,21,58,11,28,1073
26835,2025-05-01,6,9,30,24,60,1670
26865,2025-05-01,25,17,49,54,60,11306
26878,2025-05-01,6,10,4,1,12,283
26911,2025-05-01,30,18,2,7,12,334
26965,2025-05-01,24,15,112,32,60,4267
27133,2025-05-01,63,21,11,23,28,1471
27315,2025-05-01,12,13,4,7,12,704
27337,2025-05-01,76,22,24,56,60,5011
27387,2025-05-01,23,13,37,52,60,3573
27392,2025-05-01,3,4,2,7,12,152
27489,2025-05-01,40,17,17,41,45,6215
27545,2025-05-01,52,18,4,11,12,523
27588,2025-05-01,24,18,2,17,45,299
27689,2025-05-01,71,22,11,23,28,883
27708,2025-05-01,52,22,96,57,60,46825
27791,2025-05-01,12,14,19,23,45,2105
27963,2025-05-01,49,21,2,24,28,357
27998,2025-05-01,31,18,14,23,45,4343
28017,2025-05-01,26,18,10,8,12,2017
28082,2025-05-01,34,17,7,9,28,686
28136,2025-05-01,55,21,6,11,12,717
28203,2025-05-01,38,20,12,23,28,1740
28234,2025-05-01,20,15,4,26,45,552
28239,2025-05-01,78,21,6,22,28,965
28276,2025-05-01,36,17,5,25,28,428
28278,2025-05-01,20,16,17,35,45,2718
28370,2025-05-01,5,9,10,23,45,882
28382,2025-05-01,57,20,28,20,28,10853
28397,2025-05-01,68,22,66,24,45,1313
28412,2025-05-01,32,18,7,7,12,824
28440,2025-05-01,29,17,3,6,12,341
28453,2025-05-01,23,15,8,10,12,467
28572,2025-05-01,15,14,4,15,28,300
28641,2025-05-01,1,2,5,8,60,316
28826,2025-05-01,6,8,12,6,28,591
28899,2025-05-01,39,21,4,20,45,311
28909,2025-05-01,2,3,1,2,12,99
28977,2025-05-01,47,19,8,23,28,2198
28987,2025-05-01,18,15,39,12,28,4981
29124,2025-05-01,20,16,120,38,60,28540
29155,2025-05-01,15,12,12,25,28,1245
29218,2025-05-01,51,21,6,27,28,191
29251,2025-05-01,27,17,40,36,45,4752
29302,2025-05-01,20,16,83,21,45,15833
29303,2025-05-01,53,20,62,13,28,3904
29327,2025-05-01,30,14,2,7,12,190
29331,2025-05-01,6,9,2,6,12,231
29367,2025-05-01,46,19,19,22,28,4351
29499,2025-05-01,62,22,32,40,45,2478
29526,2025-05-01,4,5,3,2,12,469
29667,2025-05-01,36,19,67,39,45,19755
29679,2025-05-01,39,18,7,19,28,592
29688,2025-05-01,41,19,8,11,12,1955
29721,2025-05-01,55,22,8,10,12,3266
29723,2025-05-01,16,14,2,8,12,372
29769,2025-05-01,15,14,2,1,28,133
29805,2025-05-01,53,21,3,19,28,558
29832,2025-05-01,19,17,2,24,28,82
29841,2025-05-01,52,20,174,48,60,40975
29897,2025-05-01,18,14,1,10,28,104
29918,2025-05-01,10,11,5,5,12,459
29922,2025-05-01,16,11,38,45,60,4986
29926,2025-05-01,19,15,6,26,45,344
29939,2025-05-01,9,13,5,6,12,412
29986,2025-05-01,41,19,24,19,60,1469
30229,2025-05-01,49,22,165,46,60,112031
30372,2025-05-01,11,12,80,46,60,2762
30382,2025-05-01,9,9,3,14,45,604
30410,2025-05-01,29,17,16,15,28,2323
30484,2025-05-01,40,19,1,24,28,204
30593,2025-05-01,10,15,4,3,12,76
30607,2025-05-01,22,15,1,9,12,151
30716,2025-05-01,19,14,2,13,28,25
30738,2025-05-01,56,21,11,23,28,4182
30795,2025-05-01,34,18,6,9,12,212
30819,2025-05-01,54,20,101,56,60,2440
30820,2025-05-01,31,20,7,10,12,504
30843,2025-05-01,25,15,2,17,28,375
30866,2025-05-01,23,19,6,5,12,851
30905,2025-05-01,71,20,26,27,28,1721
31005,2025-05-01,10,12,1,4,28,72
31113,2025-05-01,18,16,8,5,28,936
31125,2025-05-01,10,10,1,23,45,136
31126,2025-05-01,20,15,7,9,28,841
31160,2025-05-01,39,20,7,5,12,1166
31179,2025-05-01,74,22,7,18,28,395
31239,2025-05-01,17,17,30,17,60,2600
31267,2025-05-01,49,20,20,36,45,7874
31286,2025-05-01,5,8,52,17,60,3567
31324,2025-05-01,47,21,7,22,28,789
31331,2025-05-01,33,19,7,10,12,1460
31348,2025-05-01,39,20,2,4,12,391
31392,2025-05-01,15,10,7,4,12,557
31459,2025-05-01,42,20,71,34,45,10290
31468,2025-05-01,28,17,5,25,28,389
31563,2025-05-01,38,19,3,19,28,278
31595,2025-05-01,34,18,2,10,12,341
31623,2025-05-01,36,19,56,57,60,3456
31691,2025-05-01,52,22,7,7,12,1838
31726,2025-05-01,18,15,3,7,28,578
31730,2025-05-01,42,21,13,6,12,1339
31786,2025-05-01,4,7,10,20,60,1520
31811,2025-05-01,49,21,10,11,12,4616
31852,2025-05-01,31,19,36,14,28,11294
31977,2025-05-01,6,8,8,4,28,764
31983,2025-05-01,39,18,20,32,45,1353
32005,2025-05-01,21,17,6,37,45,116
32019,2025-05-01,14,14,5,7,28,1731
32171,2025-05-01,24,18,11,20,28,3136
32211,2025-05-01,4,4,7,11,28,323
32302,2025-05-01,26,15,50,19,60,4031
32392,2025-05-01,30,20,6,9,12,647
32430,2025-05-01,66,22,52,27,28,10514
32453,2025-05-01,54,22,3,9,12,161
32521,2025-05-01,43,18,2,8,12,542
32529,2025-05-01,23,14,4,10,12,348
32531,2025-05-01,27,19,86,30,45,21474
32536,2025-05-01,5,7,3,25,45,123
32601,2025-05-01,27,17,9,19,28,3718
32628,2025-05-01,23,16,1,25,28,196
32670,2025-05-01,33,17,14,21,28,5880
32673,2025-05-01,26,17,7,9,12,1448
32811,2025-05-01,19,15,16,20,45,2428
32896,2025-05-01,40,21,141,31,60,18848
32903,2025-05-01,44,19,16,27,45,1046
32920,2025-05-01,11,13,2,6,12,431
32926,2025-05-01,12,13,1,35,45,125
32935,2025-05-01,50,19,69,21,28,6553
32995,2025-05-01,56,21,14,56,60,2391
33018,2025-05-01,24,15,1,9,12,106
33021,2025-05-01,64,22,5,25,28,398
33208,2025-05-01,27,17,19,34,60,3910
33289,2025-05-01,5,7,2,2,12,217
33350,2025-05-01,29,17,2,19,28,229
33372,2025-05-01,6,11,10,9,45,992
33383,2025-05-01,31,18,52,22,28,23296
33400,2025-05-01,17,11,17,18,45,3813
33472,2025-05-01,64,22,93,35,45,10394
33774,2025-05-01,3,5,2,6,12,108
33776,2025-05-01,25,14,7,6,12,610
33778,2025-05-01,55,20,6,11,12,1550
33794,2025-05-01,32,16,66,38,45,8514
33796,2025-05-01,38,21,13,31,45,1334
33856,2025-05-01,3,4,1,11,28,39
33870,2025-05-01,10,11,48,36,60,6013
33871,2025-05-01,5,10,56,24,60,9335
33925,2025-05-01,7,9,2,2,12,116
33931,2025-05-01,9,12,1,5,45,64
33945,2025-05-01,66,21,30,22,28,2219
33971,2025-05-01,60,22,13,43,45,4411
33975,2025-05-01,63,22,8,27,28,2440
33986,2025-05-01,24,17,109,25,60,5636
34001,2025-05-01,13,13,11,4,12,1294
34013,2025-05-01,13,11,100,17,60,87
34048,2025-05-01,35,17,7,6,12,975
34076,2025-05-01,4,6,3,4,12,395
34201,2025-05-01,12,13,3,12,28,267
34261,2025-05-01,13,11,4,20,28,1142
34268,2025-05-01,20,13,1,20,28,313
34482,2025-05-01,2,3,3,21,45,30
34499,2025-05-01,46,20,13,42,45,1248
34615,2025-05-01,11,12,50,18,45,3837
34721,2025-05-01,45,19,38,24,28,13155
34735,2025-05-01,70,21,54,40,45,6734
34744,2025-05-01,8,9,2,16,28,261
34795,2025-05-01,24,18,14,8,12,4119
34863,2025-05-01,39,18,5,39,45,874
34879,2025-05-01,8,9,1,21,45,238
34889,2025-05-01,33,19,6,6,12,80
34988,2025-05-01,42,19,8,9,12,876
35003,2025-05-01,61,20,39,28,45,8608
35046,2025-05-01,10,12,3,4,12,420
35057,2025-05-01,62,22,13,25,28,3116
35118,2025-05-01,3,4,2,3,12,209
35136,2025-05-01,63,21,3,11,12,414
35343,2025-05-01,21,13,6,8,28,1118
35346,2025-05-01,14,13,3,7,12,281
35411,2025-05-01,21,18,1,9,12,50
35412,2025-05-01,34,19,44,37,60,3391
35439,2025-05-01,10,11,3,6,28,244
35528,2025-05-01,39,22,2,9,12,70
35550,2025-05-01,53,19,3,11,12,1191
35710,2025-05-01,46,20,4,26,28,923
35815,2025-05-01,22,15,2,5,12,80
35860,2025-05-01,15,13,1,20,28,104
35933,2025-05-01,19,15,90,14,60,16404
36017,2025-05-01,11,12,39,13,28,8615
36021,2025-05-01,32,20,2,7,12,396
36077,2025-05-01,11,11,5,25,28,707
36158,2025-05-01,43,20,2,10,12,326
36173,2025-05-01,53,22,3,11,12,465
36196,2025-05-01,56,22,57,53,60,7362
36197,2025-05-01,50,20,9,20,28,1365
36206,2025-05-01,22,14,6,9,12,392
36413,2025-05-01,8,11,52,24,60,1808
36773,2025-05-01,12,11,5,20,28,547
36791,2025-05-01,52,22,6,26,28,1543
36815,2025-05-01,50,21,12,24,45,4046
36833,2025-05-01,16,13,26,23,45,4980
36886,2025-05-01,48,20,4,10,12,375
36906,2025-05-01,54,20,4,8,12,91
36920,2025-05-01,59,21,6,22,28,1980
36980,2025-05-01,11,9,32,5,28,2093
36984,2025-05-01,7,9,9,6,45,861
36995,2025-05-01,58,22,158,51,60,37892
37109,2025-05-01,30,14,59,41,45,11923
37116,2025-05-01,36,19,144,56,60,54756
37134,2025-05-01,56,21,13,11,12,1184
37179,2025-05-01,44,20,8,10,12,244
37285,2025-05-01,11,13,30,16,45,5625
37335,2025-05-01,44,22,7,9,12,356
37398,2025-05-01,14,11,8,24,28,800
37424,2025-05-01,18,17,53,26,60,12339
37460,2025-05-01,23,15,128,47,60,29660
37476,2025-05-01,25,16,4,23,28,1185
37487,2025-05-01,42,19,115,34,45,8902
37500,2025-05-01,18,12,6,19,28,336
37563,2025-05-01,66,22,60,43,45,23997
37605,2025-05-01,58,22,64,24,28,33074
37672,2025-05-01,12,12,56,23,28,4290
37940,2025-05-01,52,22,10,27,28,3068
37982,2025-05-01,10,11,6,22,60,150
38086,2025-05-01,32,19,50,31,45,2087
38095,2025-05-01,49,22,6,25,28,353
38111,2025-05-01,54,21,5,10,12,282
38198,2025-05-01,78,22,3,9,12,409
38211,2025-05-01,29,18,11,10,12,2838
38227,2025-05-01,20,16,3,22,28,350
38252,2025-05-01,10,11,8,15,45,1427
38270,2025-05-01,15,11,9,16,45,664
38612,2025-05-01,7,9,9,15,45,518
38664,2025-05-01,25,16,10,17,28,1222
38728,2025-05-01,4,7,2,2,12,100
38766,2025-05-01,41,17,73,37,45,11651
38770,2025-05-01,44,22,203,55,60,41507
38812,2025-05-01,8,12,3,1,12,216
38823,2025-05-01,33,15,26,23,28,4329
38848,2025-05-01,61,22,84,19,60,15399
38906,2025-05-01,18,14,28,28,60,5587
38939,2025-05-01,17,14,58,34,45,1790
39037,2025-05-01,37,20,2,14,28,458
39062,2025-05-01,10,7,6,11,28,821
39190,2025-05-01,11,9,7,25,45,1335
39196,2025-05-01,23,18,3,10,12,365
39248,2025-05-01,36,20,61,25,28,11360
39416,2025-05-01,24,15,46,36,60,2043
39515,2025-05-01,24,14,3,8,12,27
39666,2025-05-01,18,14,1,19,28,108
39715,2025-05-01,24,15,85,37,60,17022
39739,2025-05-01,33,22,11,5,12,636
39869,2025-05-01,20,16,7,2,12,931
40017,2025-05-01,11,14,26,13,45,2965
40093,2025-05-01,34,19,2,17,28,437
40166,2025-05-01,11,10,1,32,45,69
40219,2025-05-01,57,21,4,21,28,933
40485,2025-05-01,58,20,9,11,12,1744
40555,2025-05-01,35,19,44,17,28,2451
40736,2025-05-01,26,16,23,42,60,5158
40757,2025-05-01,41,20,9,43,45,761
40826,2025-05-01,48,22,12,26,28,2722
40843,2025-05-01,26,20,3,5,12,566
40857,2025-05-01,10,11,2,6,12,381
40892,2025-05-01,22,16,26,24,45,4631
40936,2025-05-01,65,21,4,25,28,99
41021,2025-05-01,31,19,6,9,12,256
41112,2025-05-01,67,22,6,41,45,516
41124,2025-05-01,72,22,5,43,45,508
41180,2025-05-01,41,22,8,8,12,447
41209,2025-05-01,31,18,16,42,45,3734
41289,2025-05-01,50,20,6,7,12,1029
41324,2025-05-01,8,7,4,8,28,409
41404,2025-05-01,21,16,1,6,12,60
41475,2025-05-01,18,14,26,12,28,921
41508,2025-05-01,38,19,5,9,12,817
41531,2025-05-01,6,8,34,42,60,3995
41542,2025-05-01,12,11,23,6,45,2129
41554,2025-05-01,57,20,9,24,28,1371
41601,2025-05-01,16,13,1,2,12,27
41660,2025-05-01,17,17,4,20,28,477
41686,2025-05-01,33,19,4,8,12,406
41704,2025-05-01,38,18,1,24,28,43
41709,2025-05-01,18,16,42,12,45,2807
41717,2025-05-01,24,19,2,8,12,437
41740,2025-05-01,17,15,7,11,12,1990
41776,2025-05-01,48,21,3,17,28,547
41834,2025-05-01,6,7,5,3,12,415
41859,2025-05-01,23,15,8,19,28,1695
41868,2025-05-01,10,9,9,7,12,1007
41876,2025-05-01,49,21,73,49,60,5706
41888,2025-05-01,40,19,63,17,28,1635
41956,2025-05-01,64,21,12,10,12,3375
41961,2025-05-01,41,18,7,21,28,3548
41970,2025-05-01,39,18,13,22,45,2449
41985,2025-05-01,5,10,1,2,12,186
42017,2025-05-01,5,10,2,11,28,174
42058,2025-05-01,28,18,8,13,28,1201
42060,2025-05-01,5,7,31,22,45,3453
42105,2025-05-01,31,17,10,10,12,190
42111,2025-05-01,7,8,2,5,28,106
42170,2025-05-01,65,22,9,11,12,378
42176,2025-05-01,25,16,8,6,12,531
42196,2025-05-01,14,14,1,2,12,29
42264,2025-05-01,36,18,8,37,45,621
42269,2025-05-01,29,18,3,37,45,554
42398,2025-05-01,12,14,78,7,60,20380
42428,2025-05-01,21,16,4,13,28,180
42446,2025-05-01,15,12,2,5,12,206
42536,2025-05-01,20,14,5,8,12,510
42620,2025-05-01,64,21,10,10,12,1200
42635,2025-05-01,14,14,2,7,12,223
42704,2025-05-01,27,15,15,21,28,1387
42719,2025-05-01,45,18,53,54,60,9471
42762,2025-05-01,67,22,12,10,12,547
42868,2025-05-01,34,19,1,13,28,235
42914,2025-05-01,38,20,11,23,28,1283
42955,2025-05-01,42,22,7,19,28,1330
43041,2025-05-01,26,18,122,40,60,2295
43162,2025-05-01,19,12,3,7,12,713
43165,2025-05-01,10,11,28,8,28,1097
43194,2025-05-01,14,14,2,17,28,507
43202,2025-05-01,52,21,17,33,45,1444
43280,2025-05-01,4,5,16,7,28,3367
43358,2025-05-01,13,11,23,21,45,830
43428,2025-05-01,28,18,2,17,28,205
43444,2025-05-01,18,14,7,20,28,303
43533,2025-05-01,26,16,26,11,28,8290
43540,2025-05-01,43,20,3,8,12,1080
43556,2025-05-01,6,7,3,7,12,280
43624,2025-05-01,31,22,3,10,12,148
43663,2025-05-01,21,18,49,12,28,10421
43665,2025-05-01,12,13,2,13,28,274
43702,2025-05-01,26,18,5,10,12,930
43777,2025-05-01,4,6,22,4,45,3568
43819,2025-05-01,17,15,2,26,45,158
43882,2025-05-01,36,18,4,3,12,176
44058,2025-05-01,4,6,5,5,12,252
44211,2025-05-01,22,16,3,22,28,457
44258,2025-05-01,47,19,8,21,45,1032
44430,2025-05-01,38,18,45,21,28,11052
44458,2025-05-01,32,15,22,33,60,2286
44474,2025-05-01,29,15,6,4,28,480
44476,2025-05-01,44,21,9,22,28,1776
44484,2025-05-01,34,18,1,15,28,83
44491,2025-05-01,19,14,11,12,60,2570
44541,2025-05-01,41,20,6,10,12,921
44570,2025-05-01,5,8,26,2,60,2309
44577,2025-05-01,12,13,1,10,12,65
44670,2025-05-01,21,17,47,5,60,1120
44692,2025-05-01,34,18,55,28,45,5162
44722,2025-05-01,66,22,14,39,45,917
44851,2025-05-01,34,17,2,11,12,199
44979,2025-05-01,29,17,7,9,12,753
45151,2025-05-01,12,12,1,11,28,51
45231,2025-05-01,33,19,32,16,45,2994
45236,2025-05-01,14,11,3,9,12,53
45290,2025-05-01,30,17,5,22,28,265
45332,2025-05-01,12,13,3,9,12,549
45344,2025-05-01,29,17,56,23,28,16862
45395,2025-05-01,28,16,10,9,12,3445
45424,2025-05-01,53,21,3,20,28,832
45507,2025-05-01,44,20,4,18,28,896
45541,2025-05-01,35,19,44,8,45,2023
45556,2025-05-01,61,22,6,39,45,238
45588,2025-05-01,34,21,5,9,12,719
45606,2025-05-01,41,21,27,35,45,3587
45608,2025-05-01,9,9,1,4,12,190
45702,2025-05-01,17,13,2,3,12,345
45708,2025-05-01,8,13,5,6,12,372
45757,2025-05-01,29,18,5,32,45,1334
45831,2025-05-01,53,21,5,8,12,1095
45909,2025-05-01,34,21,26,13,28,6099
45983,2025-05-01,26,15,61,48,60,7907
46059,2025-05-01,38,21,3,11,28,182
46074,2025-05-01,40,18,43,55,60,9899
46088,2025-05-01,21,16,7,20,28,765
46114,2025-05-01,8,11,3,9,28,136
46158,2025-05-01,68,20,42,24,28,3320
46227,2025-05-01,6,9,2,2,12,45
46302,2025-05-01,77,22,28,43,45,15248
46382,2025-05-01,39,19,7,21,28,1040
46452,2025-05-01,9,12,13,12,28,545
46487,2025-05-01,7,9,4,7,12,296
46503,2025-05-01,15,13,55,49,60,15654
